step,loss,elapsed_s
200,68.06979370117188,0.49759984016418457
400,59.074371337890625,0.8376638889312744
600,59.22415542602539,1.1677441596984863
800,53.43347930908203,1.5013127326965332
1000,50.07387924194336,1.8348784446716309
1200,51.943939208984375,2.170473337173462
1400,49.83839416503906,2.5055465698242188
1600,52.114295959472656,2.8376362323760986
1800,52.49762725830078,3.174741744995117
2000,48.981414794921875,3.50232195854187
2200,49.09961700439453,3.8303911685943604
2400,53.82939147949219,4.164997577667236
2600,49.61463928222656,4.508103847503662
2800,51.539154052734375,4.844682216644287
3000,55.234092712402344,5.192288160324097
3200,48.18264389038086,5.537862539291382
3400,48.811363220214844,5.871965646743774
3600,49.47076416015625,6.208035230636597
3800,50.09278869628906,6.5381011962890625
4000,50.868309020996094,6.868193864822388
4200,50.8734130859375,7.202798128128052
4400,47.647281646728516,7.546374559402466
4600,48.50457763671875,7.886460304260254
4800,47.48011016845703,8.224039077758789
5000,51.27050018310547,8.559106349945068
5200,48.02967834472656,8.913193464279175
5400,49.26860046386719,9.260771989822388
5600,49.44316864013672,9.593834400177002
5800,48.50315475463867,9.936409711837769
6000,50.50516891479492,10.274502754211426
6200,45.38545227050781,10.614062070846558
6400,45.47834396362305,10.958635330200195
6600,48.630706787109375,11.309720039367676
6800,50.6268424987793,11.667327642440796
7000,47.06847381591797,12.00239086151123
7200,52.52777862548828,12.34396243095398
7400,48.098060607910156,12.68204927444458
7600,47.436885833740234,13.0346097946167
7800,47.77992248535156,13.377220153808594
8000,49.876319885253906,13.708281517028809
8200,47.859413146972656,14.039341449737549
8400,46.978271484375,14.377465963363647
8600,49.22491455078125,14.712532043457031
8800,50.61114501953125,15.055614709854126
9000,47.73181915283203,15.395690202713013
9200,47.06657409667969,15.733741998672485
9400,46.695701599121094,16.072319746017456
9600,47.94005584716797,16.411883115768433
9800,51.43721389770508,16.758458137512207
10000,47.886268615722656,17.101545810699463
