step,loss,elapsed_s
200,80.97064208984375,0.3540797233581543
400,71.84362030029297,0.701683759689331
600,65.9122543334961,1.07627534866333
800,64.95858001708984,1.4168434143066406
1000,62.64384460449219,1.7554094791412354
1200,65.04939270019531,2.091492176055908
1400,62.916263580322266,2.433561325073242
1600,63.548255920410156,2.7741570472717285
1800,61.53806686401367,3.126725435256958
2000,60.710418701171875,3.469820022583008
2200,62.4344596862793,3.8203935623168945
2400,61.42918395996094,4.1634604930877686
2600,60.99490737915039,4.499547243118286
2800,60.01280975341797,4.836612701416016
3000,61.86030960083008,5.1836888790130615
3200,60.55259704589844,5.515747785568237
3400,61.232723236083984,5.859309911727905
3600,61.59568786621094,6.194387912750244
3800,61.94376754760742,6.530462980270386
4000,60.574275970458984,6.862037181854248
4200,60.46403503417969,7.210123062133789
4400,61.54716110229492,7.556706428527832
4600,59.74774169921875,7.901782512664795
4800,62.46906280517578,8.247344732284546
5000,60.00172424316406,8.589444637298584
5200,59.82053756713867,8.953543663024902
5400,60.92332458496094,9.297629833221436
5600,61.53953552246094,9.64619779586792
5800,61.42113494873047,9.989319086074829
6000,62.180912017822266,10.327403783798218
6200,58.1796875,10.6659836769104
6400,61.53318405151367,11.009047269821167
6600,58.92536926269531,11.353119611740112
6800,61.67900848388672,11.700192928314209
7000,60.13270568847656,12.038257122039795
7200,59.94940185546875,12.37635612487793
7400,60.14506912231445,12.709411382675171
7600,59.931427001953125,13.06248426437378
7800,59.92897033691406,13.396571636199951
8000,61.384952545166016,13.742647647857666
8200,60.37175750732422,14.089748859405518
8400,59.72285842895508,14.436317920684814
8600,59.95274353027344,14.768415689468384
8800,60.46051788330078,15.105480194091797
9000,60.327857971191406,15.452052116394043
9200,60.532814025878906,15.791121482849121
9400,60.63288116455078,16.14420199394226
9600,60.5307502746582,16.491286277770996
9800,59.699485778808594,16.831348419189453
10000,60.09967803955078,17.176926612854004
