step,loss,elapsed_s
200,1614.058349609375,0.8097078800201416
400,1684.0609130859375,1.4313459396362305
600,1554.10546875,2.0309886932373047
800,1561.126953125,2.6626362800598145
1000,1611.5404052734375,3.302805185317993
1200,1628.435302734375,3.950448513031006
1400,1497.379638671875,4.594633102416992
1600,1656.7412109375,5.2427978515625
1800,1803.6416015625,5.897945165634155
2000,1512.78369140625,6.6036224365234375
2200,1515.99658203125,7.27729606628418
2400,1467.24169921875,7.997500658035278
2600,1526.69580078125,8.66115689277649
2800,1474.75390625,9.31984543800354
3000,1431.270263671875,9.979978561401367
3200,1441.7808837890625,10.630148649215698
3400,1463.6785888671875,11.296303272247314
3600,1426.630859375,11.971448421478271
3800,1522.831787109375,12.632113695144653
4000,1558.353515625,13.312268257141113
4200,2049.735595703125,13.986946821212769
4400,1499.600830078125,14.654610872268677
4600,1512.0078125,15.323803424835205
4800,1499.4344482421875,15.970925331115723
5000,1460.923095703125,16.617592096328735
5200,1547.111572265625,17.279282331466675
5400,1474.745361328125,17.922945976257324
5600,1443.368896484375,18.588093519210815
5800,1583.9659423828125,19.2292640209198
6000,1441.9600830078125,19.870405673980713
6200,1418.8839111328125,20.510044813156128
6400,1574.594970703125,21.160711526870728
6600,1449.18408203125,21.792372226715088
6800,1479.686767578125,22.425512075424194
7000,1456.6072998046875,23.07416582107544
7200,1432.84228515625,23.731829404830933
7400,1496.5679931640625,24.371997594833374
7600,1523.6397705078125,25.05066990852356
7800,1501.1207275390625,25.703831434249878
8000,1545.1658935546875,26.345969915390015
8200,1551.26123046875,26.998680114746094
8400,1517.18359375,27.663825035095215
8600,1459.3519287109375,28.307997941970825
8800,1429.05126953125,28.960625648498535
9000,1566.4266357421875,29.636810541152954
9200,1461.050537109375,30.314001083374023
9400,1459.0013427734375,31.008172273635864
9600,1369.54296875,31.68134307861328
9800,1470.59228515625,32.374531745910645
10000,1507.254150390625,33.03468346595764
