step,loss,elapsed_s
200,6.700536727905273,0.7577011585235596
400,5.282503128051758,1.435840368270874
600,5.16453742980957,2.0859923362731934
800,4.820131301879883,2.7518575191497803
1000,4.596692085266113,3.3950870037078857
1200,4.5739336013793945,4.024721145629883
1400,4.432560920715332,4.66888165473938
1600,4.472226142883301,5.324508905410767
1800,4.3911237716674805,6.021670579910278
2000,4.333221435546875,6.688983917236328
2200,4.271117687225342,7.33212685585022
2400,4.156132698059082,7.99829888343811
2600,4.166628837585449,8.642450332641602
2800,4.386152267456055,9.290613174438477
3000,4.152670383453369,9.941774368286133
3200,4.207592010498047,10.57041621208191
3400,4.233108997344971,11.20455265045166
3600,4.16054105758667,11.857218027114868
3800,4.472233772277832,12.492856979370117
4000,4.177666187286377,13.13700795173645
4200,3.957373857498169,13.79369306564331
4400,4.363508224487305,14.439858436584473
4600,3.9004323482513428,15.093518733978271
4800,4.0315775871276855,15.746152639389038
5000,4.068273544311523,16.424310445785522
5200,3.9729368686676025,17.162545442581177
5400,4.118785858154297,17.80819082260132
5600,3.969327926635742,18.458879470825195
5800,4.252220153808594,19.110048532485962
6000,3.9447338581085205,19.761226654052734
6200,3.9270901679992676,20.423377513885498
6400,4.0448408126831055,21.11906147003174
6600,4.011726379394531,21.776224851608276
6800,4.100057601928711,22.43135643005371
7000,4.048104286193848,23.09902787208557
7200,4.124297142028809,23.755699157714844
7400,4.044300556182861,24.41947078704834
7600,4.107179641723633,25.200659036636353
7800,3.8693313598632812,25.884350299835205
8000,3.8255810737609863,26.552536964416504
8200,4.074836254119873,27.216733932495117
8400,4.046683311462402,27.86289381980896
8600,3.8909659385681152,28.534064769744873
8800,4.015355110168457,29.21023392677307
9000,3.965238094329834,29.856386423110962
9200,3.6615777015686035,30.519028663635254
9400,3.8468501567840576,31.188211917877197
9600,3.8333535194396973,31.83834958076477
9800,3.8644907474517822,32.495006799697876
10000,3.7895469665527344,33.123650789260864
