step,loss,elapsed_s
200,4822.10107421875,0.46158456802368164
400,4798.91064453125,0.8196542263031006
600,4694.4169921875,1.1762380599975586
800,4378.361328125,1.535822868347168
1000,4660.2734375,1.8968958854675293
1200,4600.2607421875,2.280992269515991
1400,4189.3623046875,2.6885952949523926
1600,4210.35400390625,3.092186689376831
1800,4233.857421875,3.4772818088531494
2000,4301.20458984375,3.9019052982330322
2200,4512.728515625,4.33549165725708
2400,4191.380859375,4.783586263656616
2600,4088.799072265625,5.228212118148804
2800,4000.7255859375,5.616805076599121
3000,4000.156982421875,6.039921998977661
3200,4450.72216796875,6.442512035369873
3400,3984.12255859375,6.8591086864471436
3600,4285.984375,7.321213006973267
3800,4160.142578125,7.728316068649292
4000,4105.572265625,8.104957580566406
4200,4016.15185546875,8.516065120697021
4400,4085.002685546875,8.926162481307983
4600,3942.842529296875,9.323269605636597
4800,3992.89013671875,9.691354990005493
5000,4034.487060546875,10.048933744430542
5200,4187.2568359375,10.436024188995361
5400,3797.9033203125,10.770602464675903
5600,4057.9443359375,11.127198457717896
5800,4207.068359375,11.474278211593628
6000,3931.85888671875,11.825384378433228
6200,3989.325439453125,12.172463178634644
6400,3978.648681640625,12.524558544158936
6600,3865.9150390625,12.878133773803711
6800,3832.749267578125,13.242735385894775
7000,3912.19482421875,13.600309133529663
7200,4094.8515625,13.956886291503906
7400,3953.857421875,14.312485694885254
7600,3922.56640625,14.678549528121948
7800,3842.20458984375,15.038649082183838
8000,3975.5263671875,15.409748315811157
8200,4142.5791015625,15.775328397750854
8400,4015.864501953125,16.142926454544067
8600,4154.34130859375,16.507519960403442
8800,4021.36767578125,16.86759614944458
9000,3812.8408203125,17.226175546646118
9200,4163.48974609375,17.569750785827637
9400,3984.8359375,17.93133234977722
9600,3928.5732421875,18.28292489051819
9800,3872.3125,18.6405029296875
10000,3947.8671875,18.994587659835815
