step,loss,elapsed_s
200,207.89688110351562,0.5636231899261475
400,208.5299072265625,0.9022116661071777
600,223.7906951904297,1.2437844276428223
800,163.400390625,1.5778706073760986
1000,155.45266723632812,1.9174516201019287
1200,153.75137329101562,2.2465224266052246
1400,203.5070037841797,2.5806033611297607
1600,149.1610107421875,2.912179708480835
1800,198.64657592773438,3.2502596378326416
2000,147.9484100341797,3.5878384113311768
2200,151.446044921875,3.9244110584259033
2400,181.24301147460938,4.271502733230591
2600,149.63035583496094,4.605568885803223
2800,144.09542846679688,4.946643114089966
3000,150.62042236328125,5.300227642059326
3200,164.39483642578125,5.679358720779419
3400,154.477294921875,6.051926374435425
3600,149.57763671875,6.391003608703613
3800,146.06192016601562,6.720076322555542
4000,148.16065979003906,7.052159786224365
4200,153.10403442382812,7.384243726730347
4400,142.60621643066406,7.711812973022461
4600,141.42733764648438,8.056443691253662
4800,143.65234375,8.407506227493286
5000,176.87884521484375,8.750083446502686
5200,139.97592163085938,9.099656820297241
5400,138.17669677734375,9.449748039245605
5600,137.0287628173828,9.796839475631714
5800,152.76766967773438,10.144418716430664
6000,142.71072387695312,10.473996639251709
6200,148.4961700439453,10.808561563491821
6400,139.81248474121094,11.138648986816406
6600,143.4568634033203,11.471247434616089
6800,166.60269165039062,11.804326295852661
7000,155.277099609375,12.133387327194214
7200,146.9856719970703,12.463963747024536
7400,146.1278839111328,12.79504656791687
7600,135.8242645263672,13.124613285064697
7800,148.0291748046875,13.467723846435547
8000,135.25485229492188,13.799304246902466
8200,143.89645385742188,14.133880376815796
8400,130.7082977294922,14.465975761413574
8600,149.95074462890625,14.797053337097168
8800,145.4907684326172,15.131123781204224
9000,143.32272338867188,15.470215082168579
9200,135.94375610351562,15.810820579528809
9400,150.95462036132812,16.166915893554688
9600,142.1270751953125,16.555503129959106
9800,144.46778869628906,17.008097171783447
10000,136.48338317871094,17.38720178604126
