solver,target_nfe,actual_nfe,steps,project_tangent,radial_w1,sliced_w1,angular_sw_mean,ks_stat,sample_time_s,nan_rate,drift_final_mean,drift_final_max,drift_traj_max_mean
euler,1,1,1,True,11.992393493652344,7.724750995635986,0.22285039350390434,0.6139000654220581,0.11457276344299316,0.0,12.013959884643555,1643.8153076171875,12.013959884643555
euler,1,1,1,False,23.110124588012695,14.760334014892578,0.6862614154815674,0.7127000093460083,0.0010020732879638672,0.0,23.132387161254883,2661.820068359375,23.132387161254883
euler,2,2,2,True,131.46340942382812,84.66118621826172,0.3543827459216118,0.6323000192642212,0.0010013580322265625,0.0,131.47679138183594,555176.875,131.47679138183594
euler,2,2,2,False,1078.838134765625,665.8536987304688,0.5924327075481415,0.8345999717712402,0.0015032291412353516,0.0,1078.8607177734375,817754.375,1078.8662109375
euler,5,5,5,True,nan,nan,0.5899192988872528,0.579200029373169,0.003496885299682617,9.999999747378752e-05,nan,nan,nan
euler,5,5,5,False,nan,inf,0.6718997210264206,0.835099995136261,0.0029990673065185547,0.0,inf,inf,inf
euler,10,10,10,True,nan,nan,0.6054899916052818,0.4577000141143799,0.006027698516845703,0.056299999356269836,nan,nan,nan
euler,10,10,10,False,nan,nan,0.7004121541976929,1.0,0.0040013790130615234,0.5045999884605408,nan,nan,nan
euler,20,20,20,True,nan,nan,0.6342692673206329,0.19459998607635498,0.01050114631652832,0.005400000140070915,nan,nan,nan
euler,20,20,20,False,nan,nan,0.7258138805627823,1.0,0.010000228881835938,0.6793000102043152,nan,nan,nan
euler,50,50,50,True,nan,nan,0.6155422478914261,0.047400057315826416,0.028002500534057617,9.999999747378752e-05,nan,nan,nan
euler,50,50,50,False,nan,nan,0.718722328543663,1.0,0.02143406867980957,0.6840000152587891,nan,nan,nan
euler,100,100,100,True,0.056218307465314865,0.5751492381095886,0.6375056654214859,0.021000027656555176,0.05751776695251465,0.0,0.0777917131781578,6.059710502624512,0.077791728079319
euler,100,100,100,False,nan,nan,0.7320536524057388,1.0,0.04859447479248047,0.6843000054359436,nan,nan,nan
heun,1,2,1,True,488.44775390625,313.81451416015625,0.3851126916706562,0.6467000246047974,0.0015032291412353516,0.0,488.4364013671875,2189286.75,488.4364013671875
