solver,target_nfe,actual_nfe,steps,project_tangent,radial_w1,sliced_w1,angular_sw_mean,ks_stat,sample_time_s,nan_rate,drift_final_mean,drift_final_max,drift_traj_max_mean
euler,1,1,1,True,0.2176501452922821,0.7073153853416443,0.030757618136703968,0.017400026321411133,0.11402702331542969,0.0,0.0707474872469902,56.55674743652344,0.0707474872469902
euler,1,1,1,False,0.3989406228065491,0.7188194990158081,0.02924891235306859,0.015999972820281982,0.0009982585906982422,0.0,0.588076651096344,89.54719543457031,0.588076651096344
euler,2,2,2,True,2.543044090270996,0.5592389702796936,0.014790040208026767,0.10449999570846558,0.0015010833740234375,0.0,2.723385810852051,64.49433898925781,2.723385810852051
euler,2,2,2,False,1.606520414352417,0.3986971378326416,0.014120531268417835,0.06579995155334473,0.0014996528625488281,0.0,2.041360855102539,107.22886657714844,2.046494960784912
euler,5,5,5,True,1.1606210470199585,0.3257506191730499,0.013143355958163738,0.048200011253356934,0.0030019283294677734,0.0,1.3057419061660767,22.262008666992188,1.3057419061660767
euler,5,5,5,False,0.72608482837677,0.2814556658267975,0.012625825824216008,0.02920001745223999,0.002500772476196289,0.0,1.4171198606491089,95.22230529785156,1.456236720085144
euler,10,10,10,True,0.5083666443824768,0.26695114374160767,0.013039743760600686,0.021600008010864258,0.005003452301025391,0.0,0.6207454800605774,10.371002197265625,0.6207454800605774
euler,10,10,10,False,0.5019081830978394,0.27178069949150085,0.013294625794515014,0.02449999749660492,0.0045013427734375,0.0,1.3008418083190918,84.82649230957031,1.3486337661743164
euler,20,20,20,True,0.22604474425315857,0.2584022581577301,0.013204490300267935,0.0098000168800354,0.010997772216796875,0.0,0.29858312010765076,5.0148162841796875,0.29858312010765076
euler,20,20,20,False,0.4447196125984192,0.27387866377830505,0.013164662523195148,0.025600001215934753,0.010000944137573242,0.0,1.2813197374343872,80.82891845703125,1.3298016786575317
euler,50,50,50,True,0.1898479014635086,0.2594112753868103,0.013199189445003867,0.013199985027313232,0.025514602661132812,0.0,0.11670009791851044,1.972625732421875,0.11670009791851044
euler,50,50,50,False,0.4285053610801697,0.276699960231781,0.01337676984257996,0.026399999856948853,0.02150249481201172,0.0,1.2794992923736572,78.37861633300781,1.328107237815857
euler,100,100,100,True,0.2139141857624054,0.2605997622013092,0.013645329978317022,0.015799999237060547,0.04900002479553223,0.0,0.05791014805436134,0.980865478515625,0.05791014805436134
euler,100,100,100,False,0.43094298243522644,0.277884840965271,0.012565317563712597,0.026500001549720764,0.04349851608276367,0.0,1.28026282787323,77.54502868652344,1.3289649486541748
heun,1,2,1,True,8.090657234191895,1.6672202348709106,0.027013087645173073,0.3427000045776367,0.0020012855529785156,0.0,8.287809371948242,41.34846496582031,8.287809371948242
heun,1,2,1,False,3.006413459777832,0.8333724737167358,0.031331153120845556,0.11919999122619629,0.000995635986328125,0.0,3.3782100677490234,103.52317810058594,3.3782100677490234
heun,2,2,1,True,8.090657234191895,1.6672202348709106,0.027013087645173073,0.3427000045776367,0.000997304916381836,0.0,8.287809371948242,41.34846496582031,8.287809371948242
heun,2,2,1,False,3.006413459777832,0.8333724737167358,0.031331153120845556,0.11919999122619629,0.0010006427764892578,0.0,3.3782100677490234,103.52317810058594,3.3782100677490234
heun,5,4,2,True,0.9183605909347534,0.33202657103538513,0.014426858862861991,0.03970000147819519,0.0019991397857666016,0.0,1.0569392442703247,41.35020446777344,1.0569392442703247
heun,5,4,2,False,0.5067996978759766,0.3036661148071289,0.014312052400782704,0.025200001895427704,0.0019981861114501953,0.0,1.343758225440979,93.64491271972656,1.3656470775604248
heun,10,10,5,True,0.19270960986614227,0.2628066837787628,0.013167148688808084,0.013700008392333984,0.0060040950775146484,0.0,0.10516323894262314,3.3955841064453125,0.10516323894262314
heun,10,10,5,False,0.40388956665992737,0.27964431047439575,0.013624941697344184,0.025000005960464478,0.0039997100830078125,0.0,1.2783772945404053,74.86518859863281,1.3118507862091064
heun,20,20,10,True,0.23937870562076569,0.2619566023349762,0.01328847254626453,0.0176999568939209,0.010996103286743164,0.0,0.016087543219327927,0.370758056640625,0.016087543219327927
heun,20,20,10,False,0.43038517236709595,0.2789474427700043,0.013277502497658134,0.026600003242492676,0.009017705917358398,0.0,1.2798610925674438,76.4058837890625,1.3226245641708374
