solver,target_nfe,actual_nfe,steps,project_tangent,radial_w1,sliced_w1,angular_sw_mean,ks_stat,sample_time_s,nan_rate,drift_final_mean,drift_final_max,drift_traj_max_mean
euler,1,1,1,False,17.31354331970215,3.520703077316284,0.06412861496210098,0.9289000034332275,0.1205284595489502,0.0,2.940248489379883,19.11969757080078,2.940248489379883
euler,2,2,2,False,14.583057403564453,2.9604830741882324,0.04752543941140175,0.8312000036239624,0.0015020370483398438,0.0,5.657618045806885,23.586124420166016,5.6584391593933105
euler,5,5,5,False,9.507285118103027,1.9351574182510376,0.028418759116902947,0.5029000043869019,0.0019986629486083984,0.0,10.7332181930542,35.53542709350586,10.7332181930542
euler,10,10,10,False,5.179306983947754,1.074480652809143,0.017352405935525894,0.2103000283241272,0.004000663757324219,0.0,15.061196327209473,48.83275604248047,15.061196327209473
euler,20,20,20,False,2.815411329269409,0.6247614026069641,0.015028365654870868,0.10300001502037048,0.008002281188964844,0.0,17.425092697143555,59.70351791381836,17.425092697143555
euler,50,50,50,False,1.1681171655654907,0.36629170179367065,0.015047167427837849,0.04129999876022339,0.018494844436645508,0.0,19.466054916381836,68.66588592529297,19.466054916381836
euler,100,100,100,False,1.3602325916290283,0.3640136122703552,0.014907697215676308,0.05870002508163452,0.04700040817260742,0.0,20.286203384399414,72.3018569946289,20.286203384399414
heun,1,2,1,False,15.816473007202148,3.214426040649414,0.060919190446535744,0.8831000328063965,0.0015015602111816406,0.0,4.424408912658691,22.741546630859375,4.424408912658691
heun,2,2,1,False,15.816473007202148,3.214426040649414,0.060919190446535744,0.8831000328063965,0.0015001296997070312,0.0,4.424408912658691,22.741546630859375,4.424408912658691
heun,5,4,2,False,11.676239013671875,2.3694756031036377,0.04305716464295983,0.6717000007629395,0.0020020008087158203,0.0,8.564264297485352,28.887527465820312,8.564264297485352
heun,10,10,5,False,4.992599010467529,1.0363759994506836,0.016011181054636836,0.2111000418663025,0.003499746322631836,0.0,15.247905731201172,47.14764404296875,15.247905731201172
heun,20,20,10,False,1.3252352476119995,0.36514371633529663,0.014360690955072641,0.05299997329711914,0.009501934051513672,0.0,19.92546844482422,64.21186065673828,19.92546844482422
heun,50,50,25,False,1.7089543342590332,0.4048483371734619,0.01521596615202725,0.08270001411437988,0.01849961280822754,0.0,20.88882827758789,73.83393859863281,20.88882827758789
heun,100,100,50,False,1.8469525575637817,0.4253517985343933,0.014900558162480593,0.09030002355575562,0.04549813270568848,0.0,21.114803314208984,75.6439437866211,21.114803314208984
rk4,1,4,1,False,9.382046699523926,1.9056646823883057,0.025461640441790223,0.51910001039505,0.08151769638061523,0.0,10.858455657958984,32.34370422363281,10.858455657958984
rk4,2,4,1,False,9.382046699523926,1.9056646823883057,0.025461640441790223,0.51910001039505,0.020506620407104492,0.0,10.858455657958984,32.34370422363281,10.858455657958984
rk4,5,4,1,False,9.382046699523926,1.9056646823883057,0.025461640441790223,0.51910001039505,0.002000570297241211,0.0,10.858455657958984,32.34370422363281,10.858455657958984
rk4,10,8,2,False,4.073426246643066,0.850696861743927,0.015318045392632484,0.14430004358291626,0.005012989044189453,0.0,16.167078018188477,47.53557586669922,16.167078018188477
rk4,20,20,5,False,2.9285545349121094,0.5926789045333862,0.01509951869957149,0.14820003509521484,0.010008573532104492,0.0,22.308835983276367,73.09748840332031,22.308835983276367
rk4,50,48,12,False,1.8117191791534424,0.4190797507762909,0.014840775402262807,0.08700001239776611,0.01750469207763672,0.0,21.077611923217773,76.30206298828125,21.077611923217773
rk4,100,100,25,False,1.8978224992752075,0.43367433547973633,0.014440858038142323,0.09220004081726074,0.03699922561645508,0.0,21.1969051361084,76.34480285644531,21.1969051361084
