solver,target_nfe,actual_nfe,steps,project_tangent,radial_w1,sliced_w1,angular_sw_mean,ks_stat,sample_time_s,nan_rate,drift_final_mean,drift_final_max,drift_traj_max_mean
rk4,2,4,1,True,0.4308936893939972,0.05194507911801338,0.02654362376779318,0.15183982253074646,0.0024967193603515625,0.0,0.39331918954849243,7.119167327880859,0.39331918954849243
rk4,2,4,1,False,0.43294045329093933,0.05715961009263992,0.029423284344375134,0.13827213644981384,0.0015003681182861328,0.0,0.4285010099411011,21.054487228393555,0.4285010099411011
rk4,5,4,1,True,0.4308936893939972,0.05194507911801338,0.02654362376779318,0.15183982253074646,0.0025022029876708984,0.0,0.39331918954849243,7.119167327880859,0.39331918954849243
rk4,5,4,1,False,0.43294045329093933,0.05715961009263992,0.029423284344375134,0.13827213644981384,0.0024995803833007812,0.0,0.4285010099411011,21.054487228393555,0.4285010099411011
rk4,10,8,2,True,0.08917992562055588,0.021556861698627472,0.01885304134339094,0.05374626815319061,0.0045163631439208984,0.0,0.02103428915143013,0.4931654930114746,0.021587466821074486
rk4,10,8,2,False,0.167628675699234,0.02583465538918972,0.01909482153132558,0.11104628443717957,0.004001140594482422,0.0,0.2265932857990265,12.052444458007812,0.22941245138645172
rk4,20,20,5,True,0.08061588555574417,0.02104598842561245,0.019813036546111107,0.05458956956863403,0.01351308822631836,0.0,0.0009599143522791564,0.0203857421875,0.001309993676841259
rk4,20,20,5,False,0.16771292686462402,0.02542300336062908,0.019635707139968872,0.09434626996517181,0.00899195671081543,0.0,0.20492035150527954,13.620964050292969,0.21127372980117798
rk4,50,48,12,True,0.08026911318302155,0.020970242097973824,0.019970042863860726,0.05448955297470093,0.024024009704589844,0.0,2.8510015908977948e-05,0.0015044212341308594,4.436796734808013e-05
rk4,50,48,12,False,0.1708911508321762,0.0255083367228508,0.019953552400693297,0.09404627978801727,0.018507957458496094,0.0,0.2039886862039566,13.874650955200195,0.2116338312625885
rk4,100,100,25,True,0.08027490973472595,0.020974567160010338,0.019969423301517963,0.05448955297470093,0.05754971504211426,0.0,2.2061824438424082e-06,0.00013518333435058594,3.10060977426474e-06
rk4,100,100,25,False,0.17118559777736664,0.02552819438278675,0.019487739074975252,0.09404627978801727,0.0415034294128418,0.0,0.2039678990840912,13.887224197387695,0.211803138256073
