step,loss,elapsed_s
200,9150.435546875,0.8405008316040039
400,8875.603515625,1.482497215270996
600,8812.19140625,2.161503314971924
800,8621.3623046875,2.859501361846924
1000,8641.8603515625,3.545003890991211
1200,8487.412109375,4.233495473861694
1400,8519.515625,4.919522285461426
1600,8460.47265625,5.5905256271362305
1800,8631.2900390625,6.250024795532227
2000,8418.568359375,6.943024635314941
2200,8576.52734375,7.630524635314941
2400,8599.37890625,8.309032440185547
2600,8450.4169921875,9.080026865005493
2800,8327.9951171875,9.759023666381836
3000,8490.603515625,10.425024271011353
3200,8609.337890625,11.111523628234863
3400,8691.712890625,11.81352424621582
3600,8438.201171875,12.543524026870728
3800,8511.318359375,13.21852445602417
4000,8471.6591796875,13.918523788452148
4200,8550.662109375,14.615524291992188
4400,8426.548828125,15.30755352973938
4600,8542.525390625,16.001049041748047
4800,8436.9033203125,16.683547258377075
5000,8259.29296875,17.364553451538086
5200,8322.6953125,18.050044775009155
5400,8384.376953125,18.744054555892944
5600,8382.837890625,19.42104697227478
5800,8493.369140625,20.091049909591675
6000,8306.3779296875,20.75354552268982
6200,8446.287109375,21.424554586410522
6400,8344.0595703125,22.111047506332397
6600,8359.7685546875,22.81005024909973
6800,8259.568359375,23.50954794883728
7000,8332.42578125,24.239548444747925
7200,8337.181640625,24.924585103988647
7400,8201.8310546875,25.625579118728638
7600,8289.26953125,26.316579580307007
7800,8279.6015625,27.020078897476196
8000,8318.26953125,27.718079328536987
8200,8434.216796875,28.394079208374023
8400,8233.1181640625,29.075578212738037
8600,8151.72412109375,29.75657892227173
8800,8344.8837890625,30.45008087158203
9000,8172.79931640625,31.14158582687378
9200,8145.525390625,31.83157968521118
9400,8190.333984375,32.50257992744446
9600,8253.908203125,33.18257975578308
9800,8304.373046875,33.87807822227478
10000,8313.9814453125,34.58157706260681
