condition,method,status,metric,mean,std_population,std_sample,n
finance_ff49,A,complete,sample_time_s,0.14868721862634024,0.006000458838573225,0.007349031188538887,3
finance_ff49,A,complete,sliced_w1,0.18109530210494995,0.003159868344256516,0.0038700325489008,3
finance_ff49,A,complete,tail_exc_95,0.02770811555286253,0.0010253987335594869,0.001255851840058412,3
finance_ff49,A,complete,tail_exc_99,0.007213514521718034,0.0007524370768593535,0.0009215434509283722,3
finance_ff49,A,complete,total_train_time_s,30.551564281185467,0.2737847351708354,0.33531645026578505,3
finance_ff49,B,complete,angular_sw_bin0,0.014755312042931715,0.0011907535441207633,0.0014583692962532632,3
finance_ff49,B,complete,angular_sw_bin1,0.017238014688094456,0.0001823778736448724,0.00022336636540186072,3
finance_ff49,B,complete,angular_sw_bin2,0.018840833256642025,0.0006762303806441436,0.000828209690573097,3
finance_ff49,B,complete,angular_sw_bin3,0.02154609685142835,0.0006838134668226031,0.0008374970364794856,3
finance_ff49,B,complete,angular_sw_mean,0.018095064209774137,0.00037377335110924453,0.0004577769948338949,3
finance_ff49,B,complete,exploding_norm_rate,0.0,0.0,0.0,3
finance_ff49,B,complete,inf_rate,0.0,0.0,0.0,3
finance_ff49,B,complete,invalid_rate,0.0,0.0,0.0,3
finance_ff49,B,complete,ks_stat,0.200278639793396,0.0028009605353919837,0.0034304620506915716,3
finance_ff49,B,complete,mmd,0.0098800261815389,0.0003621882091138015,0.00044358815159063286,3
finance_ff49,B,complete,nan_rate,0.0,0.0,0.0,3
finance_ff49,B,complete,nfe,512,0.0,0.0,3
finance_ff49,B,complete,q950_err,0.2007291200045001,0.009891107128569101,0.012114082728099794,3
finance_ff49,B,complete,q990_err,0.2759007496230031,0.006505582552521569,0.007967678866615395,3
finance_ff49,B,complete,q995_err,0.38124737588565244,0.021138677876243347,0.02588948731692789,3
finance_ff49,B,complete,radial_w1,1.4228713512420654,0.040060150112757285,0.049063463397776674,3
finance_ff49,B,complete,sample_time_s,0.22802640000979105,0.007493000183110352,0.00917701354560064,3
finance_ff49,B,complete,sliced_w1,0.18192076683044434,0.0027713689659019398,0.0033942199277222124,3
finance_ff49,B,complete,tail_exc_95,0.02770811555286253,0.0010253987335594869,0.001255851840058412,3
finance_ff49,B,complete,tail_exc_99,0.007213514521718034,0.0007524370768593535,0.0009215434509283722,3
finance_ff49,B,complete,total_train_time_s,31.026464295883972,2.632176746459293,3.223744970822218,3
finance_ff49,C,complete,angular_sw_bin0,0.01889692371090253,0.0007688976945815733,0.0009417035080635983,3
finance_ff49,C,complete,angular_sw_bin1,0.01723516918718815,0.0007165062559964271,0.0008775373623516131,3
finance_ff49,C,complete,angular_sw_bin2,0.017941937471429508,0.0006211476326458542,0.0007607473774600367,3
finance_ff49,C,complete,angular_sw_bin3,0.029631763075788815,0.003239506557577153,0.003967569042232039,3
finance_ff49,C,complete,angular_sw_mean,0.02092644836132725,0.0008634371695347859,0.0010574902451565991,3
finance_ff49,C,complete,exploding_norm_rate,0.0,0.0,0.0,3
finance_ff49,C,complete,inf_rate,0.0,0.0,0.0,3
finance_ff49,C,complete,invalid_rate,0.0,0.0,0.0,3
finance_ff49,C,complete,ks_stat,0.200278639793396,0.0028009605353919837,0.0034304620506915716,3
finance_ff49,C,complete,mmd,0.010984222094217936,0.0004431976762457901,0.0005428040809947013,3
finance_ff49,C,complete,nan_rate,0.0,0.0,0.0,3
finance_ff49,C,complete,nfe,512,0.0,0.0,3
finance_ff49,C,complete,q950_err,0.2007291628445201,0.009891141092185068,0.012114124324864264,3
finance_ff49,C,complete,q990_err,0.2759007230798766,0.006505630203411952,0.00796773722679901,3
finance_ff49,C,complete,q995_err,0.3812473564369636,0.02113869347779727,0.02588950642485104,3
finance_ff49,C,complete,radial_w1,1.4228713512420654,0.040060150112757285,0.049063463397776674,3
finance_ff49,C,complete,sample_time_s,0.19229615728060404,0.004891471177719853,0.005990804238472167,3
finance_ff49,C,complete,sliced_w1,0.19292230904102325,0.0032317688706460473,0.003958092349846734,3
finance_ff49,C,complete,tail_exc_95,0.02770811555286253,0.0010253987335594869,0.001255851840058412,3
finance_ff49,C,complete,tail_exc_99,0.007213514521718034,0.0007524370768593535,0.0009215434509283722,3
finance_ff49,C,complete,total_train_time_s,31.872254960238934,1.4673275581759826,1.7971019015275782,3
finance_ff49,tflow,complete,angular_sw_bin0,0.07283354053894679,0.0054321372495676114,0.006652982237103144,3
finance_ff49,tflow,complete,angular_sw_bin1,0.05895777295033137,0.005962244155459985,0.007302227951384093,3
finance_ff49,tflow,complete,angular_sw_bin2,0.058809819320837654,0.00863733253392427,0.01057852872342747,3
finance_ff49,tflow,complete,angular_sw_bin3,0.05050833274920782,0.0058811667334037285,0.007202928794535042,3
finance_ff49,tflow,complete,angular_sw_mean,0.06027736638983091,0.004077247206511925,0.004993587605571163,3
finance_ff49,tflow,complete,exploding_norm_rate,0.006501799526934822,0.003392926673629387,0.0041554695425353155,3
finance_ff49,tflow,complete,inf_rate,0.0,0.0,0.0,3
finance_ff49,tflow,complete,invalid_rate,0.006501799526934822,0.003392926673629387,0.0041554695425353155,3
finance_ff49,tflow,complete,ks_stat,0.32776037851969403,0.0224671396513968,0.02751651406288685,3
finance_ff49,tflow,complete,mmd,0.09164365132649739,0.009295866303189237,0.011385064579972909,3
finance_ff49,tflow,complete,n_params,45873,0.0,0.0,3
finance_ff49,tflow,complete,nan_rate,0.0,0.0,0.0,3
finance_ff49,tflow,complete,nfe,512,0.0,0.0,3
finance_ff49,tflow,complete,q950_err,17.54380166064507,1.9118554484536259,2.3415351553356447,3
finance_ff49,tflow,complete,q990_err,28.188647175676127,2.208244509635182,2.704536137954324,3
finance_ff49,tflow,complete,q995_err,27.35351648241284,3.0888744869118763,3.783083186217646,3
finance_ff49,tflow,complete,radial_w1,50.21770350138346,2.4622164300422598,3.015586944950365,3
finance_ff49,tflow,complete,sample_time_s,0.3892404871682326,0.0020272368474467915,0.002482847932006511,3
finance_ff49,tflow,complete,sliced_w1,5.951688925425212,0.30554879116758815,0.3742193149424033,3
finance_ff49,tflow,complete,tail_exc_95,0.32292464574178054,0.020792593057771258,0.025465621710437706,3
finance_ff49,tflow,complete,tail_exc_99,0.2882700566450755,0.013610393441276198,0.016669259564824745,3
finance_ff49,tflow,complete,total_train_time_s,33.725268833339214,0.8623798487422157,1.056195296938483,3
gaussian_aniso_d16_cor,A,complete,angular_sw_bin0,0.012268118870755037,0.0007971774898802796,0.0009763390423196928,3
gaussian_aniso_d16_cor,A,complete,angular_sw_bin1,0.012632277173300585,0.0003642746643313754,0.00044614352691774465,3
gaussian_aniso_d16_cor,A,complete,angular_sw_bin2,0.013387082144618034,0.0008440204430714062,0.0010337097090013614,3
gaussian_aniso_d16_cor,A,complete,angular_sw_bin3,0.013061913972099623,0.0009300102734931876,0.0011390253128022705,3
gaussian_aniso_d16_cor,A,complete,angular_sw_mean,0.01283734804019332,0.00044199125943676567,0.0005413265281950881,3
gaussian_aniso_d16_cor,A,complete,exploding_norm_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,A,complete,inf_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,A,complete,invalid_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,A,complete,ks_stat,0.011600017547607422,0.0,0.0,3
gaussian_aniso_d16_cor,A,complete,mmd,0.0003228187561035156,7.532536836099671e-05,9.225435858581298e-05,3
gaussian_aniso_d16_cor,A,complete,nan_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,A,complete,nfe,512,0.0,0.0,3
gaussian_aniso_d16_cor,A,complete,q950_err,0.0009215616688174233,7.026351215833525e-08,8.605487616188167e-08,3
gaussian_aniso_d16_cor,A,complete,q990_err,0.0019920176870843733,9.283851942422715e-08,1.1370350053241064e-07,3
gaussian_aniso_d16_cor,A,complete,q995_err,0.002190323897121869,3.333246272796982e-08,4.0823762776932334e-08,3
gaussian_aniso_d16_cor,A,complete,radial_w1,0.052943925062815346,9.292506642078214e-09,1.138094985225757e-08,3
gaussian_aniso_d16_cor,A,complete,sample_time_s,0.17154786984125772,0.0005408313738049509,0.000662380451355281,3
gaussian_aniso_d16_cor,A,complete,sliced_w1,0.12239758670330048,0.014010810917127057,0.01715966881478865,3
gaussian_aniso_d16_cor,A,complete,tail_exc_95,0.0003000006079674211,0.0,0.0,3
gaussian_aniso_d16_cor,A,complete,tail_exc_99,0.00010000005364418918,0.0,0.0,3
gaussian_aniso_d16_cor,A,complete,total_train_time_s,28.046218862136204,1.0986119489744963,1.3455193501560325,3
gaussian_aniso_d16_cor,B,complete,angular_sw_bin0,0.013641263668735823,0.001278269204193541,0.0015655536520938476,3
gaussian_aniso_d16_cor,B,complete,angular_sw_bin1,0.013246962490181128,0.0006866938513215056,0.0008410247726221523,3
gaussian_aniso_d16_cor,B,complete,angular_sw_bin2,0.014560863065222899,0.0007708547986291417,0.0009441004612086375,3
gaussian_aniso_d16_cor,B,complete,angular_sw_bin3,0.014416223702331385,0.002275294218046652,0.0027866549244595735,3
gaussian_aniso_d16_cor,B,complete,angular_sw_mean,0.013966328231617808,0.001175494532708771,0.0014396809002839197,3
gaussian_aniso_d16_cor,B,complete,exploding_norm_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,inf_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,invalid_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,ks_stat,0.011600017547607422,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,mmd,0.0004388093948364258,0.00013388008182359736,0.00016396894359493717,3
gaussian_aniso_d16_cor,B,complete,nan_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,nfe,512,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,q950_err,0.0009216477236935852,7.026351215833525e-08,8.605487616188167e-08,3
gaussian_aniso_d16_cor,B,complete,q990_err,0.0019919928749463746,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,q995_err,0.0021905595932261543,1.1546703797212517e-07,1.4141766257113816e-07,3
gaussian_aniso_d16_cor,B,complete,radial_w1,0.05294394368926684,2.9542488985683318e-08,3.6182011873358155e-08,3
gaussian_aniso_d16_cor,B,complete,sample_time_s,0.24802217880884805,0.0038314926926876196,0.004692601025143512,3
gaussian_aniso_d16_cor,B,complete,sliced_w1,0.13982233653465906,0.01980895828979768,0.02426092007303961,3
gaussian_aniso_d16_cor,B,complete,tail_exc_95,0.0003000006079674211,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,tail_exc_99,0.00010000005364418918,0.0,0.0,3
gaussian_aniso_d16_cor,B,complete,total_train_time_s,28.88554325203101,1.2355890106295058,1.513281303916295,3
gaussian_aniso_d16_cor,C,complete,angular_sw_bin0,0.015547819125155607,0.0006558790538651458,0.000803284507474505,3
gaussian_aniso_d16_cor,C,complete,angular_sw_bin1,0.012929296121001244,0.0006233601050657369,0.0007634570917093834,3
gaussian_aniso_d16_cor,C,complete,angular_sw_bin2,0.014101725071668625,0.001118660722898475,0.001370073983197115,3
gaussian_aniso_d16_cor,C,complete,angular_sw_bin3,0.017031744432946045,0.0012456866057478815,0.0015256482817509144,3
gaussian_aniso_d16_cor,C,complete,angular_sw_mean,0.01490264618769288,0.0007725543268136055,0.000946181949636345,3
gaussian_aniso_d16_cor,C,complete,exploding_norm_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,C,complete,inf_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,C,complete,invalid_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,C,complete,ks_stat,0.011600017547607422,0.0,0.0,3
gaussian_aniso_d16_cor,C,complete,mmd,0.00038631757100423175,0.00013506766142839884,0.00016542342562528701,3
gaussian_aniso_d16_cor,C,complete,nan_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,C,complete,nfe,512,0.0,0.0,3
gaussian_aniso_d16_cor,C,complete,q950_err,0.0009216764086523059,8.11333153176468e-08,9.936761183428458e-08,3
gaussian_aniso_d16_cor,C,complete,q990_err,0.001992042499222372,9.283851942422715e-08,1.1370350053241064e-07,3
gaussian_aniso_d16_cor,C,complete,q995_err,0.002190323897121869,6.666492545573521e-08,8.164752555361428e-08,3
gaussian_aniso_d16_cor,C,complete,radial_w1,0.052943953623374305,1.5004284647100383e-08,1.8376420670435753e-08,3
gaussian_aniso_d16_cor,C,complete,sample_time_s,0.22515356292327246,0.0019127784712050842,0.002342665622716671,3
gaussian_aniso_d16_cor,C,complete,sliced_w1,0.14056540528933206,0.02014878436753959,0.024677120318919134,3
gaussian_aniso_d16_cor,C,complete,tail_exc_95,0.0003000006079674211,0.0,0.0,3
gaussian_aniso_d16_cor,C,complete,tail_exc_99,0.00010000005364418918,0.0,0.0,3
gaussian_aniso_d16_cor,C,complete,total_train_time_s,29.551751126845677,1.5025885286916378,1.840287594326917,3
gaussian_aniso_d16_cor,tflow,complete,angular_sw_bin0,0.0435482474664847,0.00728969668589693,0.008928018630052529,3
gaussian_aniso_d16_cor,tflow,complete,angular_sw_bin1,0.0597924068570137,0.005526940269733798,0.006769091749844115,3
gaussian_aniso_d16_cor,tflow,complete,angular_sw_bin2,0.08030419548352559,0.01608289494990227,0.019697443107022487,3
gaussian_aniso_d16_cor,tflow,complete,angular_sw_bin3,0.10605953385432561,0.021017373901522394,0.025740920896008986,3
gaussian_aniso_d16_cor,tflow,complete,angular_sw_mean,0.0724260959153374,0.010661332614050858,0.013057412441258671,3
gaussian_aniso_d16_cor,tflow,complete,exploding_norm_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,tflow,complete,inf_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,tflow,complete,invalid_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,tflow,complete,ks_stat,0.15786668161551157,0.03004777474515003,0.036800858015852214,3
gaussian_aniso_d16_cor,tflow,complete,mmd,0.04173382123311361,0.0164146996726883,0.02010381923955819,3
gaussian_aniso_d16_cor,tflow,complete,n_params,37392,0.0,0.0,3
gaussian_aniso_d16_cor,tflow,complete,nan_rate,0.0,0.0,0.0,3
gaussian_aniso_d16_cor,tflow,complete,nfe,512,0.0,0.0,3
gaussian_aniso_d16_cor,tflow,complete,q950_err,0.08369100608361701,0.05109862899228691,0.06258278379344497,3
gaussian_aniso_d16_cor,tflow,complete,q990_err,0.1140628126717033,0.05461287797361871,0.0668868422101242,3
gaussian_aniso_d16_cor,tflow,complete,q995_err,0.1160798363986158,0.06200800534257726,0.07594398652854376,3
gaussian_aniso_d16_cor,tflow,complete,radial_w1,1.1376484632492065,0.1560561339836953,0.1911289497457295,3
gaussian_aniso_d16_cor,tflow,complete,sample_time_s,0.4148092207809289,0.0014610811416507668,0.0017894516349237445,3
gaussian_aniso_d16_cor,tflow,complete,sliced_w1,1.1891844272613525,0.2825031222310058,0.34599425010453555,3
gaussian_aniso_d16_cor,tflow,complete,tail_exc_95,0.030733333931615,0.014040259120381994,0.01719573535069683,3
gaussian_aniso_d16_cor,tflow,complete,tail_exc_99,0.0074333332502283245,0.0024073961074458764,0.002948446036002412,3
gaussian_aniso_d16_cor,tflow,complete,total_train_time_s,33.427991253634296,1.3278618963005604,1.6262920474104214,3
imagenette_dcae,A,complete,angular_sw_bin0,0.0018773165453846257,1.175244891532207e-05,1.439375153533235e-05,3
imagenette_dcae,A,complete,angular_sw_bin1,0.0018047073778385918,1.1599794757226613e-05,1.4206789138108337e-05,3
imagenette_dcae,A,complete,angular_sw_bin2,0.0018626010278239846,1.0656196345746856e-05,1.3051121822995254e-05,3
imagenette_dcae,A,complete,angular_sw_bin3,0.002456191461533308,4.739793041698997e-05,5.8050372192783864e-05,3
imagenette_dcae,A,complete,angular_sw_mean,0.0020002041031451276,1.7311468918185386e-05,2.120213277380245e-05,3
imagenette_dcae,A,complete,coverage,0.06063694267515923,0.004646917713903846,0.005691288637882464,3
imagenette_dcae,A,complete,density,0.05444444444444445,0.0036799087481976657,0.004506949366544133,3
imagenette_dcae,A,complete,fid,147.9570705364819,0.37797351428389375,0.4629211231410544,3
imagenette_dcae,A,complete,kid,0.09576944351196288,5.485172914290621e-05,6.717937395473495e-05,3
imagenette_dcae,A,complete,kid_std,0.00264932976598315,4.990288752619079e-05,6.111830556533347e-05,3
imagenette_dcae,A,complete,ks,0.04048258066177368,0.0,0.0,3
imagenette_dcae,A,complete,nfe,100,0.0,0.0,3
imagenette_dcae,A,complete,precision,0.15922222222222224,0.004909049340972121,0.006012333003763865,3
imagenette_dcae,A,complete,radial_w1,0.26603636145591736,2.1900144899933143e-07,2.682209014892578e-07,3
imagenette_dcae,A,complete,recall,0.6811889596602972,0.011440092538656148,0.014011194664964302,3
imagenette_dcae,A,complete,sample_time_s,49.154609521230064,0.7545388618715059,0.9241176013427734,3
imagenette_dcae,A,complete,sliced_w1,0.04706759254137675,0.000817161031883816,0.0010008137829007624,3
imagenette_dcae,A,complete,total_train_time_s,1775.3995405038197,33.070914055750784,40.50343238201278,3
imagenette_dcae,B,complete,angular_sw_bin0,0.005371190685157974,0.0020911992012102028,0.0025611854967403837,3
imagenette_dcae,B,complete,angular_sw_bin1,0.005356327708189686,0.0020185708576118196,0.0024722343054005974,3
imagenette_dcae,B,complete,angular_sw_bin2,0.0060253367604066925,0.0028583201099036683,0.0035007128953999608,3
imagenette_dcae,B,complete,angular_sw_bin3,0.006347476659963529,0.002293953686114781,0.0028095080122789093,3
imagenette_dcae,B,complete,angular_sw_mean,0.005775082953429471,0.0023034116605964534,0.0028210916180190903,3
imagenette_dcae,B,complete,coverage,0.00059447983014862,0.0002402061252438378,0.0002941912199692361,3
imagenette_dcae,B,complete,density,0.0010222222222222223,0.0007390350732584841,0.0009051294157518357,3
imagenette_dcae,B,complete,fid,311.40280945625057,11.058005244532191,13.543235211062097,3
imagenette_dcae,B,complete,kid,0.3184788584709168,0.021294051103273415,0.026079779879884524,3
imagenette_dcae,B,complete,kid_std,0.0033808440031088452,0.00022771131093485408,0.000278888260225318,3
imagenette_dcae,B,complete,ks,0.04048258066177368,0.0,0.0,3
imagenette_dcae,B,complete,nfe,100,0.0,0.0,3
imagenette_dcae,B,complete,precision,0.005,0.003681787005729087,0.004509249752822895,3
imagenette_dcae,B,complete,radial_w1,0.26601141691207886,1.7033446033281332e-07,2.086162567138672e-07,3
imagenette_dcae,B,complete,recall,0.0,0.0,0.0,3
imagenette_dcae,B,complete,sample_time_s,49.07617118706306,0.2539602242305605,0.31103648216383695,3
imagenette_dcae,B,complete,sliced_w1,0.22041369477907816,0.09318036384526314,0.11412217273388829,3
imagenette_dcae,B,complete,total_train_time_s,1805.704392053187,41.336614363834904,50.626806442798696,3
imagenette_dcae,C,complete,angular_sw_bin0,0.0025189685014386973,0.0005569449079044322,0.0006821154196036141,3
imagenette_dcae,C,complete,angular_sw_bin1,0.0021807411685585976,0.0002877535003205584,0.00035242462374258183,3
imagenette_dcae,C,complete,angular_sw_bin2,0.0023118754227956138,0.00013592922915297615,0.0001664786262773196,3
imagenette_dcae,C,complete,angular_sw_bin3,0.003159498873477181,0.00025055749880370043,0.00030686901164853634,3
imagenette_dcae,C,complete,angular_sw_mean,0.0025427709915675223,0.00018310475714458844,0.00022425661224023712,3
imagenette_dcae,C,complete,coverage,0.021316348195329085,0.014757045269823887,0.018073615511110315,3
imagenette_dcae,C,complete,density,0.021866666666666666,0.01465403496449837,0.017947454167962403,3
imagenette_dcae,C,complete,fid,227.43675485271265,67.72442808354815,82.9451459632541,3
imagenette_dcae,C,complete,kid,0.1982350492477417,0.1063208060799008,0.13021586196857818,3
imagenette_dcae,C,complete,kid_std,0.0031293266026220946,0.00038804235443475234,0.00047525288347668017,3
imagenette_dcae,C,complete,ks,0.04048258066177368,0.0,0.0,3
imagenette_dcae,C,complete,nfe,100,0.0,0.0,3
imagenette_dcae,C,complete,precision,0.06933333333333333,0.045191772440304846,0.055348391525359114,3
imagenette_dcae,C,complete,radial_w1,0.26602335770924884,8.4864376997497e-06,1.0393721049152679e-05,3
imagenette_dcae,C,complete,recall,0.4473885350318471,0.3169173466302895,0.3881428949404775,3
imagenette_dcae,C,complete,sample_time_s,49.11000048369169,0.0954716157209419,0.1169283717176922,3
imagenette_dcae,C,complete,sliced_w1,0.06654396901528041,0.010403711077127592,0.012741891785151883,3
imagenette_dcae,C,complete,total_train_time_s,1785.2816286509235,15.469177386612106,18.945795668899923,3
imagenette_dcae,tflow,complete,coverage,0.006539278131634819,0.00043303775062359106,0.000530360764195193,3
imagenette_dcae,tflow,complete,density,0.00988888888888889,0.00196059955556558,0.0024012342505315733,3
imagenette_dcae,tflow,complete,fid,223.7960738837206,6.271901828596999,7.681479598445703,3
imagenette_dcae,tflow,complete,kid,0.0902553129196167,0.00614688153255219,0.007528361632044965,3
imagenette_dcae,tflow,complete,kid_std,0.0022597328717021492,0.0004160741232219305,0.0005095846485348115,3
imagenette_dcae,tflow,complete,ks,0.6738673051198324,0.08958287428018143,0.1097161658391697,3
imagenette_dcae,tflow,complete,n_params,32515616,0.0,0.0,3
imagenette_dcae,tflow,complete,nfe,100,0.0,0.0,3
imagenette_dcae,tflow,complete,precision,0.044222222222222225,0.008434204317488153,0.010329748482112414,3
imagenette_dcae,tflow,complete,radial_w1,405.59482828776044,66.36997590287898,81.28628760143437,3
imagenette_dcae,tflow,complete,recall,0.17876857749469216,0.05859294103570944,0.07176140403323492,3
imagenette_dcae,tflow,complete,sample_time_s,50.18982760111491,0.121355225281914,0.14862918978059508,3
imagenette_dcae,tflow,complete,sliced_w1,7.243133385976155,1.1614874343750952,1.4225257784366727,3
imagenette_dcae,tflow,complete,total_train_time_s,1772.3880231107275,1.1664799208153844,1.4286403005999089,3
piv_d16,A,complete,angular_sw_bin0,0.04531486208240191,0.003195272643015345,0.003913393782230891,3
piv_d16,A,complete,angular_sw_bin1,0.042064753671487175,0.002746832476523614,0.0033641689881941535,3
piv_d16,A,complete,angular_sw_bin2,0.06722289696335793,0.006073089599811689,0.007437985340870965,3
piv_d16,A,complete,angular_sw_bin3,0.07102724661429723,0.004616778629741178,0.005654375949125796,3
piv_d16,A,complete,angular_sw_mean,0.05640743983288606,0.003250665229124229,0.003981235567980864,3
piv_d16,A,complete,exploding_norm_rate,0.0,0.0,0.0,3
piv_d16,A,complete,inf_rate,0.0,0.0,0.0,3
piv_d16,A,complete,invalid_rate,0.0,0.0,0.0,3
piv_d16,A,complete,ks_stat,0.08239004015922546,0.0049504203746330066,0.006063001965064203,3
piv_d16,A,complete,mmd,0.0052060286204020185,0.001602018050387979,0.0019620633910894295,3
piv_d16,A,complete,nan_rate,0.0,0.0,0.0,3
piv_d16,A,complete,nfe,512,0.0,0.0,3
piv_d16,A,complete,q950_err,0.04330559475545012,0.003446368387231789,0.0042209220071882355,3
piv_d16,A,complete,q990_err,0.09883281634688655,0.0008614785229344301,0.0010550914027779446,3
piv_d16,A,complete,q995_err,0.1858478364917882,0.004973695504276529,0.006091508060726082,3
piv_d16,A,complete,radial_w1,0.011107543172935644,0.00046657780046173057,0.0005714387682206727,3
piv_d16,A,complete,sample_time_s,0.1779422586162885,0.007081109518078426,0.008672552566028719,3
piv_d16,A,complete,sliced_w1,0.012024956134458384,0.0012722595232980503,0.0015581933262383948,3
piv_d16,A,complete,tail_exc_95,0.015800001223881994,0.0008981462341555165,0.0010999999940416382,3
piv_d16,A,complete,tail_exc_99,0.005866667032241812,0.0010873009038449674,0.0013316662056435632,3
piv_d16,A,complete,total_train_time_s,30.67017214745283,5.139779680537425,6.294918803820911,3
piv_d16,B,complete,angular_sw_bin0,0.04363919794559479,0.004098800170728978,0.005019984487959286,3
piv_d16,B,complete,angular_sw_bin1,0.03896413743495941,0.0012623173432695465,0.0015460166922380328,3
piv_d16,B,complete,angular_sw_bin2,0.06736714020371437,0.008068898646461268,0.009882342235031972,3
piv_d16,B,complete,angular_sw_bin3,0.08032082517941792,0.004047790885751585,0.004957511127789871,3
piv_d16,B,complete,angular_sw_mean,0.05757282519092163,0.0034384217001033387,0.004211189342883112,3
piv_d16,B,complete,exploding_norm_rate,0.0,0.0,0.0,3
piv_d16,B,complete,inf_rate,0.0,0.0,0.0,3
piv_d16,B,complete,invalid_rate,0.0,0.0,0.0,3
piv_d16,B,complete,ks_stat,0.08239004015922546,0.0049504203746330066,0.006063001965064203,3
piv_d16,B,complete,mmd,0.005332390467325847,0.001554166872599097,0.0019034579065024494,3
piv_d16,B,complete,nan_rate,0.0,0.0,0.0,3
piv_d16,B,complete,nfe,512,0.0,0.0,3
piv_d16,B,complete,q950_err,0.04330569151230547,0.0034464086203449917,0.004220971282487291,3
piv_d16,B,complete,q990_err,0.09883273754400322,0.0008615661367595013,0.0010551987073608637,3
piv_d16,B,complete,q995_err,0.18584806745525925,0.004973421917883556,0.006091172987194406,3
piv_d16,B,complete,radial_w1,0.011107543172935644,0.0004665778638413855,0.00057143884584458,3
piv_d16,B,complete,sample_time_s,0.2549923037489255,0.002059300972722609,0.002522118304993726,3
piv_d16,B,complete,sliced_w1,0.012623651884496212,0.0011022667359851467,0.0013499955318033551,3
piv_d16,B,complete,tail_exc_95,0.015800001223881994,0.0008981462341555165,0.0010999999940416382,3
piv_d16,B,complete,tail_exc_99,0.005866667032241812,0.0010873009038449674,0.0013316662056435632,3
piv_d16,B,complete,total_train_time_s,30.92328132688999,2.1121383183847553,2.586830573111384,3
piv_d16,C,complete,angular_sw_bin0,0.06239003191391627,0.004940142608967987,0.006050414324276607,3
piv_d16,C,complete,angular_sw_bin1,0.05556445320447286,0.003366111932010507,0.004122628325259902,3
piv_d16,C,complete,angular_sw_bin2,0.06383317708969116,0.00821573842867507,0.010062183505214584,3
piv_d16,C,complete,angular_sw_bin3,0.06199909498294195,0.0065385566565419155,0.008008063731403047,3
piv_d16,C,complete,angular_sw_mean,0.06094668929775556,0.002654757283197317,0.0032514003673853823,3
piv_d16,C,complete,exploding_norm_rate,0.0,0.0,0.0,3
piv_d16,C,complete,inf_rate,0.0,0.0,0.0,3
piv_d16,C,complete,invalid_rate,0.0,0.0,0.0,3
piv_d16,C,complete,ks_stat,0.08239004015922546,0.0049504203746330066,0.006063001965064203,3
piv_d16,C,complete,mmd,0.004995266596476237,0.0016018839952911359,0.001961899207797087,3
piv_d16,C,complete,nan_rate,0.0,0.0,0.0,3
piv_d16,C,complete,nfe,512,0.0,0.0,3
piv_d16,C,complete,q950_err,0.04330559475545013,0.0034464086203449917,0.004220971282487291,3
piv_d16,C,complete,q990_err,0.09883286888214211,0.0008614532378475088,0.0010550604349974153,3
piv_d16,C,complete,q995_err,0.18584760552831717,0.004973630749168372,0.00609142875223947,3
piv_d16,C,complete,radial_w1,0.011107543172935644,0.00046657848840450915,0.0005714396107750626,3
piv_d16,C,complete,sample_time_s,0.22906331966320673,0.005734347348576147,0.007023112505946593,3
piv_d16,C,complete,sliced_w1,0.012300283337632814,0.0010419081629391672,0.001276071679020777,3
piv_d16,C,complete,tail_exc_95,0.015800001223881994,0.0008981462341555165,0.0010999999940416382,3
piv_d16,C,complete,tail_exc_99,0.005866667032241812,0.0010873009038449674,0.0013316662056435632,3
piv_d16,C,complete,total_train_time_s,31.079304325083893,1.479603171239742,1.8121363956706051,3
piv_d16,tflow,complete,angular_sw_bin0,0.1311574305097262,0.021775210623759506,0.0266690775349211,3
piv_d16,tflow,complete,angular_sw_bin1,0.14406317472457886,0.02545067374281114,0.031170582139968518,3
piv_d16,tflow,complete,angular_sw_bin2,0.1443679208556811,0.03755381762696777,0.04599384553980384,3
piv_d16,tflow,complete,angular_sw_bin3,0.15681861092646918,0.03568193452538113,0.043701266311291016,3
piv_d16,tflow,complete,angular_sw_mean,0.14410178425411382,0.017946589586647792,0.02197999355521658,3
