condition,contrast,status,metric,seed,delta,mean_delta,std_population,seeds_favor_B
aniso_k1,B-A,complete,angular_sw_bin0,8925,1.7461366951465607e-05,7.156034310658772e-05,3.889953274678063e-05,0
aniso_k1,B-A,complete,angular_sw_bin0,77395,0.00010725483298301697,7.156034310658772e-05,3.889953274678063e-05,0
aniso_k1,B-A,complete,angular_sw_bin0,65457,8.996482938528061e-05,7.156034310658772e-05,3.889953274678063e-05,0
aniso_k1,B-A,complete,angular_sw_bin1,8925,0.00011725816875696182,1.8788812061150868e-05,7.03335590631088e-05,2
aniso_k1,B-A,complete,angular_sw_bin1,77395,-4.2613595724105835e-05,1.8788812061150868e-05,7.03335590631088e-05,2
aniso_k1,B-A,complete,angular_sw_bin1,65457,-1.827813684940338e-05,1.8788812061150868e-05,7.03335590631088e-05,2
aniso_k1,B-A,complete,angular_sw_bin2,8925,-2.7242116630077362e-05,-1.4216794321934382e-05,6.197007565591817e-05,2
aniso_k1,B-A,complete,angular_sw_bin2,77395,-8.275872096419334e-05,-1.4216794321934382e-05,6.197007565591817e-05,2
aniso_k1,B-A,complete,angular_sw_bin2,65457,6.735045462846756e-05,-1.4216794321934382e-05,6.197007565591817e-05,2
aniso_k1,B-A,complete,angular_sw_bin3,8925,0.00030143558979034424,0.00021620591481526694,8.832215080035818e-05,0
aniso_k1,B-A,complete,angular_sw_bin3,77395,9.451434016227722e-05,0.00021620591481526694,8.832215080035818e-05,0
aniso_k1,B-A,complete,angular_sw_bin3,65457,0.0002526678144931793,0.00021620591481526694,8.832215080035818e-05,0
aniso_k1,B-A,complete,angular_sw_mean,8925,0.00010222825221717358,7.308456891526778e-05,3.8213790932347735e-05,0
aniso_k1,B-A,complete,angular_sw_mean,77395,1.9099214114248753e-05,7.308456891526778e-05,3.8213790932347735e-05,0
aniso_k1,B-A,complete,angular_sw_mean,65457,9.792624041438103e-05,7.308456891526778e-05,3.8213790932347735e-05,0
aniso_k1,B-A,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
aniso_k1,B-A,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
aniso_k1,B-A,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
aniso_k1,B-A,complete,inf_rate,8925,0.0,0.0,0.0,
aniso_k1,B-A,complete,inf_rate,77395,0.0,0.0,0.0,
aniso_k1,B-A,complete,inf_rate,65457,0.0,0.0,0.0,
aniso_k1,B-A,complete,invalid_rate,8925,0.0,0.0,0.0,
aniso_k1,B-A,complete,invalid_rate,77395,0.0,0.0,0.0,
aniso_k1,B-A,complete,invalid_rate,65457,0.0,0.0,0.0,
aniso_k1,B-A,complete,ks_stat,8925,0.0,0.0,0.0,0
aniso_k1,B-A,complete,ks_stat,77395,0.0,0.0,0.0,0
aniso_k1,B-A,complete,ks_stat,65457,0.0,0.0,0.0,0
aniso_k1,B-A,complete,mmd,8925,-1.0728836059570312e-06,1.3113021850585938e-06,3.976423562253913e-06,2
aniso_k1,B-A,complete,mmd,77395,-1.9073486328125e-06,1.3113021850585938e-06,3.976423562253913e-06,2
aniso_k1,B-A,complete,mmd,65457,6.9141387939453125e-06,1.3113021850585938e-06,3.976423562253913e-06,2
aniso_k1,B-A,complete,nan_rate,8925,0.0,0.0,0.0,
aniso_k1,B-A,complete,nan_rate,77395,0.0,0.0,0.0,
aniso_k1,B-A,complete,nan_rate,65457,0.0,0.0,0.0,
aniso_k1,B-A,complete,nfe,8925,0,0,0.0,
aniso_k1,B-A,complete,nfe,77395,0,0,0.0,
aniso_k1,B-A,complete,nfe,65457,0,0,0.0,
aniso_k1,B-A,complete,q950_err,8925,2.09919567218525e-07,1.3994637814568334e-07,5.7132869634584545e-08,0
aniso_k1,B-A,complete,q950_err,77395,1.3994637814568334e-07,1.3994637814568334e-07,5.7132869634584545e-08,0
aniso_k1,B-A,complete,q950_err,65457,6.997318907284167e-08,1.3994637814568334e-07,5.7132869634584545e-08,0
aniso_k1,B-A,complete,q990_err,8925,6.491631086586597e-08,4.327754057720784e-08,3.0601842415219635e-08,0
aniso_k1,B-A,complete,q990_err,77395,0.0,4.327754057720784e-08,3.0601842415219635e-08,0
aniso_k1,B-A,complete,q990_err,65457,6.491631086575755e-08,4.327754057720784e-08,3.0601842415219635e-08,0
aniso_k1,B-A,complete,q995_err,8925,0.0,1.26114632652072e-07,8.917651195513052e-08,0
aniso_k1,B-A,complete,q995_err,77395,1.8917194897832487e-07,1.26114632652072e-07,8.917651195513052e-08,0
aniso_k1,B-A,complete,q995_err,65457,1.891719489778912e-07,1.26114632652072e-07,8.917651195513052e-08,0
aniso_k1,B-A,complete,radial_w1,8925,9.313225746154785e-10,6.20881716410319e-10,1.913685973413592e-09,1
aniso_k1,B-A,complete,radial_w1,77395,-1.862645149230957e-09,6.20881716410319e-10,1.913685973413592e-09,1
aniso_k1,B-A,complete,radial_w1,65457,2.7939677238464355e-09,6.20881716410319e-10,1.913685973413592e-09,1
aniso_k1,B-A,complete,sample_time_s,8925,0.10657210648059845,0.09718501071135204,0.006905410136085942,
aniso_k1,B-A,complete,sample_time_s,77395,0.09482359886169434,0.09718501071135204,0.006905410136085942,
aniso_k1,B-A,complete,sample_time_s,65457,0.0901593267917633,0.09718501071135204,0.006905410136085942,
aniso_k1,B-A,complete,sliced_w1,8925,-5.00120222568512e-06,1.8242125709851582e-05,0.0002146174737346445,2
aniso_k1,B-A,complete,sliced_w1,77395,-0.0002322159707546234,1.8242125709851582e-05,0.0002146174737346445,2
aniso_k1,B-A,complete,sliced_w1,65457,0.0002919435501098633,1.8242125709851582e-05,0.0002146174737346445,2
aniso_k1,B-A,complete,tail_exc_95,8925,0.0,0.0,0.0,0
aniso_k1,B-A,complete,tail_exc_95,77395,0.0,0.0,0.0,0
aniso_k1,B-A,complete,tail_exc_95,65457,0.0,0.0,0.0,0
aniso_k1,B-A,complete,tail_exc_99,8925,0.0,0.0,0.0,0
aniso_k1,B-A,complete,tail_exc_99,77395,0.0,0.0,0.0,0
aniso_k1,B-A,complete,tail_exc_99,65457,0.0,0.0,0.0,0
aniso_k1,B-A,complete,total_train_time_s,8925,0.9782623201608658,-0.7525317246715227,1.4997866438125969,
aniso_k1,B-A,complete,total_train_time_s,77395,-2.679674454033375,-0.7525317246715227,1.4997866438125969,
aniso_k1,B-A,complete,total_train_time_s,65457,-0.5561830401420593,-0.7525317246715227,1.4997866438125969,
aniso_k1,B-C,complete,angular_sw_bin0,8925,1.885928213596344e-06,0.00011881409833828609,9.122367061075908e-05,0
aniso_k1,B-C,complete,angular_sw_bin0,77395,0.00022448506206274033,0.00011881409833828609,9.122367061075908e-05,0
aniso_k1,B-C,complete,angular_sw_bin0,65457,0.00013007130473852158,0.00011881409833828609,9.122367061075908e-05,0
aniso_k1,B-C,complete,angular_sw_bin1,8925,0.00022376049309968948,0.00011781509965658188,7.494327455820036e-05,0
aniso_k1,B-C,complete,angular_sw_bin1,77395,6.230827420949936e-05,0.00011781509965658188,7.494327455820036e-05,0
aniso_k1,B-C,complete,angular_sw_bin1,65457,6.737653166055679e-05,0.00011781509965658188,7.494327455820036e-05,0
aniso_k1,B-C,complete,angular_sw_bin2,8925,-4.055909812450409e-05,-3.597637017567953e-05,6.29236039328134e-05,2
aniso_k1,B-C,complete,angular_sw_bin2,77395,-0.00011064810678362846,-3.597637017567953e-05,6.29236039328134e-05,2
aniso_k1,B-C,complete,angular_sw_bin2,65457,4.327809438109398e-05,-3.597637017567953e-05,6.29236039328134e-05,2
aniso_k1,B-C,complete,angular_sw_bin3,8925,0.0005943970754742622,0.0004736706614494324,8.895613735058393e-05,0
aniso_k1,B-C,complete,angular_sw_bin3,77395,0.00038267020136117935,0.0004736706614494324,8.895613735058393e-05,0
aniso_k1,B-C,complete,angular_sw_bin3,65457,0.00044394470751285553,0.0004736706614494324,8.895613735058393e-05,0
aniso_k1,B-C,complete,angular_sw_mean,8925,0.000194871099665761,0.0001685808723171552,2.2596087381301246e-05,0
aniso_k1,B-C,complete,angular_sw_mean,77395,0.00013970385771244764,0.0001685808723171552,2.2596087381301246e-05,0
aniso_k1,B-C,complete,angular_sw_mean,65457,0.00017116765957325697,0.0001685808723171552,2.2596087381301246e-05,0
aniso_k1,B-C,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
aniso_k1,B-C,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
aniso_k1,B-C,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
aniso_k1,B-C,complete,inf_rate,8925,0.0,0.0,0.0,
aniso_k1,B-C,complete,inf_rate,77395,0.0,0.0,0.0,
aniso_k1,B-C,complete,inf_rate,65457,0.0,0.0,0.0,
aniso_k1,B-C,complete,invalid_rate,8925,0.0,0.0,0.0,
aniso_k1,B-C,complete,invalid_rate,77395,0.0,0.0,0.0,
aniso_k1,B-C,complete,invalid_rate,65457,0.0,0.0,0.0,
aniso_k1,B-C,complete,ks_stat,8925,0.0,0.0,0.0,0
aniso_k1,B-C,complete,ks_stat,77395,0.0,0.0,0.0,0
aniso_k1,B-C,complete,ks_stat,65457,0.0,0.0,0.0,0
aniso_k1,B-C,complete,mmd,8925,3.5762786865234375e-07,-4.3710072835286457e-07,4.3194065862341534e-06,1
aniso_k1,B-C,complete,mmd,77395,-6.079673767089844e-06,-4.3710072835286457e-07,4.3194065862341534e-06,1
aniso_k1,B-C,complete,mmd,65457,4.410743713378906e-06,-4.3710072835286457e-07,4.3194065862341534e-06,1
aniso_k1,B-C,complete,nan_rate,8925,0.0,0.0,0.0,
aniso_k1,B-C,complete,nan_rate,77395,0.0,0.0,0.0,
aniso_k1,B-C,complete,nan_rate,65457,0.0,0.0,0.0,
aniso_k1,B-C,complete,nfe,8925,0,0,0.0,
aniso_k1,B-C,complete,nfe,77395,0,0,0.0,
aniso_k1,B-C,complete,nfe,65457,0,0,0.0,
aniso_k1,B-C,complete,q950_err,8925,6.997318907284167e-08,6.997318907284167e-08,0.0,0
aniso_k1,B-C,complete,q950_err,77395,6.997318907284167e-08,6.997318907284167e-08,0.0,0
aniso_k1,B-C,complete,q950_err,65457,6.997318907284167e-08,6.997318907284167e-08,0.0,0
aniso_k1,B-C,complete,q990_err,8925,0.0,4.327754057720784e-08,3.0601842415219635e-08,0
aniso_k1,B-C,complete,q990_err,77395,6.491631086586597e-08,4.327754057720784e-08,3.0601842415219635e-08,0
aniso_k1,B-C,complete,q990_err,65457,6.491631086575755e-08,4.327754057720784e-08,3.0601842415219635e-08,0
aniso_k1,B-C,complete,q995_err,8925,6.305731632596373e-08,8.407642176795164e-08,1.2957046791682345e-07,1
aniso_k1,B-C,complete,q995_err,77395,2.522292653042886e-07,8.407642176795164e-08,1.2957046791682345e-07,1
aniso_k1,B-C,complete,q995_err,65457,-6.305731632639741e-08,8.407642176795164e-08,1.2957046791682345e-07,1
aniso_k1,B-C,complete,radial_w1,8925,9.313225746154785e-10,-2.1730860074361167e-09,2.670513238460641e-09,2
aniso_k1,B-C,complete,radial_w1,77395,-1.862645149230957e-09,-2.1730860074361167e-09,2.670513238460641e-09,2
aniso_k1,B-C,complete,radial_w1,65457,-5.587935447692871e-09,-2.1730860074361167e-09,2.670513238460641e-09,2
aniso_k1,B-C,complete,sample_time_s,8925,0.046883709728717804,0.03377473105986913,0.010798583903521522,
aniso_k1,B-C,complete,sample_time_s,77395,0.020435690879821777,0.03377473105986913,0.010798583903521522,
aniso_k1,B-C,complete,sample_time_s,65457,0.03400479257106781,0.03377473105986913,0.010798583903521522,
aniso_k1,B-C,complete,sliced_w1,8925,0.00020833685994148254,1.3319775462150574e-05,0.000259669973392069,1
aniso_k1,B-C,complete,sliced_w1,77395,-0.00035366788506507874,1.3319775462150574e-05,0.000259669973392069,1
aniso_k1,B-C,complete,sliced_w1,65457,0.0001852903515100479,1.3319775462150574e-05,0.000259669973392069,1
aniso_k1,B-C,complete,tail_exc_95,8925,0.0,0.0,0.0,0
aniso_k1,B-C,complete,tail_exc_95,77395,0.0,0.0,0.0,0
aniso_k1,B-C,complete,tail_exc_95,65457,0.0,0.0,0.0,0
aniso_k1,B-C,complete,tail_exc_99,8925,0.0,0.0,0.0,0
aniso_k1,B-C,complete,tail_exc_99,77395,0.0,0.0,0.0,0
aniso_k1,B-C,complete,tail_exc_99,65457,0.0,0.0,0.0,0
aniso_k1,B-C,complete,total_train_time_s,8925,0.45413606613874435,-0.6218788052598635,0.8413336700066569,
aniso_k1,B-C,complete,total_train_time_s,77395,-1.599667452275753,-0.6218788052598635,0.8413336700066569,
aniso_k1,B-C,complete,total_train_time_s,65457,-0.7201050296425819,-0.6218788052598635,0.8413336700066569,
aniso_k10,B-A,complete,angular_sw_bin0,8925,0.002876976504921913,0.0012674884249766667,0.001142372689583841,0
aniso_k10,B-A,complete,angular_sw_bin0,77395,0.0003415662795305252,0.0012674884249766667,0.001142372689583841,0
aniso_k10,B-A,complete,angular_sw_bin0,65457,0.000583922490477562,0.0012674884249766667,0.001142372689583841,0
aniso_k10,B-A,complete,angular_sw_bin1,8925,0.0014011077582836151,0.0007292615870634714,0.0004771401514884411,0
aniso_k10,B-A,complete,angular_sw_bin1,77395,0.00033892225474119186,0.0007292615870634714,0.0004771401514884411,0
aniso_k10,B-A,complete,angular_sw_bin1,65457,0.00044775474816560745,0.0007292615870634714,0.0004771401514884411,0
aniso_k10,B-A,complete,angular_sw_bin2,8925,0.0016668178141117096,0.00043955476333697635,0.001115644050596486,1
aniso_k10,B-A,complete,angular_sw_bin2,77395,-0.0010327743366360664,0.00043955476333697635,0.001115644050596486,1
aniso_k10,B-A,complete,angular_sw_bin2,65457,0.000684620812535286,0.00043955476333697635,0.001115644050596486,1
aniso_k10,B-A,complete,angular_sw_bin3,8925,0.0010626493021845818,0.00024631697063644725,0.000854219676823653,1
aniso_k10,B-A,complete,angular_sw_bin3,77395,-0.0009330417960882187,0.00024631697063644725,0.000854219676823653,1
aniso_k10,B-A,complete,angular_sw_bin3,65457,0.0006093434058129787,0.00024631697063644725,0.000854219676823653,1
aniso_k10,B-A,complete,angular_sw_mean,8925,0.001751887844875455,0.0006706554365033904,0.0008487377056255413,1
aniso_k10,B-A,complete,angular_sw_mean,77395,-0.000321331899613142,0.0006706554365033904,0.0008487377056255413,1
aniso_k10,B-A,complete,angular_sw_mean,65457,0.0005814103642478585,0.0006706554365033904,0.0008487377056255413,1
aniso_k10,B-A,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
aniso_k10,B-A,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
aniso_k10,B-A,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
aniso_k10,B-A,complete,inf_rate,8925,0.0,0.0,0.0,
aniso_k10,B-A,complete,inf_rate,77395,0.0,0.0,0.0,
aniso_k10,B-A,complete,inf_rate,65457,0.0,0.0,0.0,
aniso_k10,B-A,complete,invalid_rate,8925,0.0,0.0,0.0,
aniso_k10,B-A,complete,invalid_rate,77395,0.0,0.0,0.0,
aniso_k10,B-A,complete,invalid_rate,65457,0.0,0.0,0.0,
aniso_k10,B-A,complete,ks_stat,8925,0.0,0.0,0.0,0
aniso_k10,B-A,complete,ks_stat,77395,0.0,0.0,0.0,0
aniso_k10,B-A,complete,ks_stat,65457,0.0,0.0,0.0,0
aniso_k10,B-A,complete,mmd,8925,0.00037741661071777344,0.00013947486877441406,0.00018406935998663046,1
aniso_k10,B-A,complete,mmd,77395,-7.092952728271484e-05,0.00013947486877441406,0.00018406935998663046,1
aniso_k10,B-A,complete,mmd,65457,0.0001119375228881836,0.00013947486877441406,0.00018406935998663046,1
aniso_k10,B-A,complete,nan_rate,8925,0.0,0.0,0.0,
aniso_k10,B-A,complete,nan_rate,77395,0.0,0.0,0.0,
aniso_k10,B-A,complete,nan_rate,65457,0.0,0.0,0.0,
aniso_k10,B-A,complete,nfe,8925,0,0,0.0,
aniso_k10,B-A,complete,nfe,77395,0,0,0.0,
aniso_k10,B-A,complete,nfe,65457,0,0,0.0,
aniso_k10,B-A,complete,q950_err,8925,-1.0842642464751161e-07,-3.614214154917054e-08,5.111270675204511e-08,1
aniso_k10,B-A,complete,q950_err,77395,0.0,-3.614214154917054e-08,5.111270675204511e-08,1
aniso_k10,B-A,complete,q950_err,65457,0.0,-3.614214154917054e-08,5.111270675204511e-08,1
aniso_k10,B-A,complete,q990_err,8925,9.583642485665438e-08,6.389094990443625e-08,1.9692513312703607e-07,1
aniso_k10,B-A,complete,q990_err,77395,-1.9167284971341719e-07,6.389094990443625e-08,1.9692513312703607e-07,1
aniso_k10,B-A,complete,q990_err,65457,2.8750927457007157e-07,6.389094990443625e-08,1.9692513312703607e-07,1
aniso_k10,B-A,complete,q995_err,8925,-9.224864182255654e-08,-9.224864182313479e-08,8.177564888977995e-19,3
aniso_k10,B-A,complete,q995_err,77395,-9.224864182255654e-08,-9.224864182313479e-08,8.177564888977995e-19,3
aniso_k10,B-A,complete,q995_err,65457,-9.224864182429127e-08,-9.224864182313479e-08,8.177564888977995e-19,3
aniso_k10,B-A,complete,radial_w1,8925,5.960464477539063e-08,3.476937611897787e-08,1.8585013284156427e-08,0
aniso_k10,B-A,complete,radial_w1,77395,2.9802322387695312e-08,3.476937611897787e-08,1.8585013284156427e-08,0
aniso_k10,B-A,complete,radial_w1,65457,1.4901161193847656e-08,3.476937611897787e-08,1.8585013284156427e-08,0
aniso_k10,B-A,complete,sample_time_s,8925,0.0958952009677887,0.08997545639673869,0.008784635110777842,
aniso_k10,B-A,complete,sample_time_s,77395,0.07755661010742188,0.08997545639673869,0.008784635110777842,
aniso_k10,B-A,complete,sample_time_s,65457,0.0964745581150055,0.08997545639673869,0.008784635110777842,
aniso_k10,B-A,complete,sliced_w1,8925,0.056372299790382385,0.019712490340073902,0.028703549622655568,1
aniso_k10,B-A,complete,sliced_w1,77395,-0.013713255524635315,0.019712490340073902,0.028703549622655568,1
aniso_k10,B-A,complete,sliced_w1,65457,0.01647842675447464,0.019712490340073902,0.028703549622655568,1
aniso_k10,B-A,complete,tail_exc_95,8925,0.0,0.0,0.0,0
aniso_k10,B-A,complete,tail_exc_95,77395,0.0,0.0,0.0,0
aniso_k10,B-A,complete,tail_exc_95,65457,0.0,0.0,0.0,0
aniso_k10,B-A,complete,tail_exc_99,8925,0.0,0.0,0.0,0
aniso_k10,B-A,complete,tail_exc_99,77395,0.0,0.0,0.0,0
aniso_k10,B-A,complete,tail_exc_99,65457,0.0,0.0,0.0,0
aniso_k10,B-A,complete,total_train_time_s,8925,-1.1345290541648865,1.1098781575759251,2.3111793522552624,
aniso_k10,B-A,complete,total_train_time_s,77395,4.289823777973652,1.1098781575759251,2.3111793522552624,
aniso_k10,B-A,complete,total_train_time_s,65457,0.17433974891901016,1.1098781575759251,2.3111793522552624,
aniso_k10,B-C,complete,angular_sw_bin0,8925,0.0019889967516064644,0.00047308144470055896,0.001106210235833856,1
aniso_k10,B-C,complete,angular_sw_bin0,77395,4.9865804612636566e-05,0.00047308144470055896,0.001106210235833856,1
aniso_k10,B-C,complete,angular_sw_bin0,65457,-0.000619618222117424,0.00047308144470055896,0.001106210235833856,1
aniso_k10,B-C,complete,angular_sw_bin1,8925,0.0008593481034040451,0.00027633892993132275,0.00041227625639989117,2
aniso_k10,B-C,complete,angular_sw_bin1,77395,-2.089235931634903e-05,0.00027633892993132275,0.00041227625639989117,2
aniso_k10,B-C,complete,angular_sw_bin1,65457,-9.438954293727875e-06,0.00027633892993132275,0.00041227625639989117,2
aniso_k10,B-C,complete,angular_sw_bin2,8925,0.0016880463808774948,0.0003218076502283414,0.0010831945334351474,1
aniso_k10,B-C,complete,angular_sw_bin2,77395,-0.0009613195434212685,0.0003218076502283414,0.0010831945334351474,1
aniso_k10,B-C,complete,angular_sw_bin2,65457,0.0002386961132287979,0.0003218076502283414,0.0010831945334351474,1
aniso_k10,B-C,complete,angular_sw_bin3,8925,-4.56077978014946e-05,-0.0012068841606378555,0.0008621114088829654,3
aniso_k10,B-C,complete,angular_sw_bin3,77395,-0.002109130844473839,-0.0012068841606378555,0.0008621114088829654,3
aniso_k10,B-C,complete,angular_sw_bin3,65457,-0.0014659138396382332,-0.0012068841606378555,0.0008621114088829654,3
aniso_k10,B-C,complete,angular_sw_mean,8925,0.0011226958595216274,-3.3914033944408097e-05,0.000826743947582316,2
aniso_k10,B-C,complete,angular_sw_mean,77395,-0.0007603692356497049,-3.3914033944408097e-05,0.000826743947582316,2
aniso_k10,B-C,complete,angular_sw_mean,65457,-0.0004640687257051468,-3.3914033944408097e-05,0.000826743947582316,2
aniso_k10,B-C,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
aniso_k10,B-C,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
aniso_k10,B-C,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
aniso_k10,B-C,complete,inf_rate,8925,0.0,0.0,0.0,
aniso_k10,B-C,complete,inf_rate,77395,0.0,0.0,0.0,
aniso_k10,B-C,complete,inf_rate,65457,0.0,0.0,0.0,
aniso_k10,B-C,complete,invalid_rate,8925,0.0,0.0,0.0,
aniso_k10,B-C,complete,invalid_rate,77395,0.0,0.0,0.0,
aniso_k10,B-C,complete,invalid_rate,65457,0.0,0.0,0.0,
aniso_k10,B-C,complete,ks_stat,8925,0.0,0.0,0.0,0
aniso_k10,B-C,complete,ks_stat,77395,0.0,0.0,0.0,0
aniso_k10,B-C,complete,ks_stat,65457,0.0,0.0,0.0,0
aniso_k10,B-C,complete,mmd,8925,0.00039589405059814453,0.0001535813013712565,0.00017754540124931005,1
aniso_k10,B-C,complete,mmd,77395,-2.4557113647460938e-05,0.0001535813013712565,0.00017754540124931005,1
aniso_k10,B-C,complete,mmd,65457,8.940696716308594e-05,0.0001535813013712565,0.00017754540124931005,1
aniso_k10,B-C,complete,nan_rate,8925,0.0,0.0,0.0,
aniso_k10,B-C,complete,nan_rate,77395,0.0,0.0,0.0,
aniso_k10,B-C,complete,nan_rate,65457,0.0,0.0,0.0,
aniso_k10,B-C,complete,nfe,8925,0,0,0.0,
aniso_k10,B-C,complete,nfe,77395,0,0,0.0,
aniso_k10,B-C,complete,nfe,65457,0,0,0.0,
aniso_k10,B-C,complete,q950_err,8925,-1.0842642464751161e-07,-7.228014483236696e-20,8.852980500682242e-08,1
aniso_k10,B-C,complete,q950_err,77395,1.0842642464729477e-07,-7.228014483236696e-20,8.852980500682242e-08,1
aniso_k10,B-C,complete,q950_err,65457,0.0,-7.228014483236696e-20,8.852980500682242e-08,1
aniso_k10,B-C,complete,q990_err,8925,-9.583642485665438e-08,-3.1945474952218125e-08,9.035544786775375e-08,2
aniso_k10,B-C,complete,q990_err,77395,9.583642485665438e-08,-3.1945474952218125e-08,9.035544786775375e-08,2
aniso_k10,B-C,complete,q990_err,65457,-9.583642485665438e-08,-3.1945474952218125e-08,9.035544786775375e-08,2
aniso_k10,B-C,complete,q995_err,8925,0.0,3.0749547274185517e-08,4.348642679198579e-08,0
aniso_k10,B-C,complete,q995_err,77395,0.0,3.0749547274185517e-08,4.348642679198579e-08,0
aniso_k10,B-C,complete,q995_err,65457,9.224864182255654e-08,3.0749547274185517e-08,4.348642679198579e-08,0
aniso_k10,B-C,complete,radial_w1,8925,4.470348358154297e-08,5.463759104410807e-08,2.5327103900873586e-08,0
aniso_k10,B-C,complete,radial_w1,77395,2.9802322387695312e-08,5.463759104410807e-08,2.5327103900873586e-08,0
aniso_k10,B-C,complete,radial_w1,65457,8.940696716308594e-08,5.463759104410807e-08,2.5327103900873586e-08,0
aniso_k10,B-C,complete,sample_time_s,8925,0.03422647714614868,0.02936015526453654,0.00346356058572981,
aniso_k10,B-C,complete,sample_time_s,77395,0.027410276234149933,0.02936015526453654,0.00346356058572981,
aniso_k10,B-C,complete,sample_time_s,65457,0.026443712413311005,0.02936015526453654,0.00346356058572981,
aniso_k10,B-C,complete,sliced_w1,8925,0.05476085841655731,0.019587901731332142,0.025597441413653697,1
aniso_k10,B-C,complete,sliced_w1,77395,-0.00541415810585022,0.019587901731332142,0.025597441413653697,1
aniso_k10,B-C,complete,sliced_w1,65457,0.009417004883289337,0.019587901731332142,0.025597441413653697,1
aniso_k10,B-C,complete,tail_exc_95,8925,0.0,0.0,0.0,0
aniso_k10,B-C,complete,tail_exc_95,77395,0.0,0.0,0.0,0
aniso_k10,B-C,complete,tail_exc_95,65457,0.0,0.0,0.0,0
aniso_k10,B-C,complete,tail_exc_99,8925,0.0,0.0,0.0,0
aniso_k10,B-C,complete,tail_exc_99,77395,0.0,0.0,0.0,0
aniso_k10,B-C,complete,tail_exc_99,65457,0.0,0.0,0.0,0
aniso_k10,B-C,complete,total_train_time_s,8925,-1.8694775328040123,0.6455062503616015,3.817230280447717,
aniso_k10,B-C,complete,total_train_time_s,77395,6.039785899221897,0.6455062503616015,3.817230280447717,
aniso_k10,B-C,complete,total_train_time_s,65457,-2.2337896153330803,0.6455062503616015,3.817230280447717,
aniso_k100,B-A,complete,angular_sw_bin0,8925,-0.0008511347696185112,-0.0014267213021715481,0.0006152641720670752,3
aniso_k100,B-A,complete,angular_sw_bin0,77395,-0.0011494038626551628,-0.0014267213021715481,0.0006152641720670752,3
aniso_k100,B-A,complete,angular_sw_bin0,65457,-0.0022796252742409706,-0.0014267213021715481,0.0006152641720670752,3
aniso_k100,B-A,complete,angular_sw_bin1,8925,0.0002814345061779022,-0.0003593228757381439,0.0009731437434686943,1
aniso_k100,B-A,complete,angular_sw_bin1,77395,-0.001734493300318718,-0.0003593228757381439,0.0009731437434686943,1
aniso_k100,B-A,complete,angular_sw_bin1,65457,0.00037509016692638397,-0.0003593228757381439,0.0009731437434686943,1
aniso_k100,B-A,complete,angular_sw_bin2,8925,-0.00023555196821689606,-0.0009081998529533545,0.0005416834873377004,3
aniso_k100,B-A,complete,angular_sw_bin2,77395,-0.001561998389661312,-0.0009081998529533545,0.0005416834873377004,3
aniso_k100,B-A,complete,angular_sw_bin2,65457,-0.0009270492009818554,-0.0009081998529533545,0.0005416834873377004,3
aniso_k100,B-A,complete,angular_sw_bin3,8925,-0.0017938660457730293,-0.0019743420804540315,0.0006911988602543064,3
aniso_k100,B-A,complete,angular_sw_bin3,77395,-0.002896568737924099,-0.0019743420804540315,0.0006911988602543064,3
aniso_k100,B-A,complete,angular_sw_bin3,65457,-0.0012325914576649666,-0.0019743420804540315,0.0006911988602543064,3
aniso_k100,B-A,complete,angular_sw_mean,8925,-0.0006497795693576336,-0.0011671465278292696,0.0004957661053547092,3
aniso_k100,B-A,complete,angular_sw_mean,77395,-0.001835616072639823,-0.0011671465278292696,0.0004957661053547092,3
aniso_k100,B-A,complete,angular_sw_mean,65457,-0.0010160439414903522,-0.0011671465278292696,0.0004957661053547092,3
aniso_k100,B-A,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
aniso_k100,B-A,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
aniso_k100,B-A,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
aniso_k100,B-A,complete,inf_rate,8925,0.0,0.0,0.0,
aniso_k100,B-A,complete,inf_rate,77395,0.0,0.0,0.0,
aniso_k100,B-A,complete,inf_rate,65457,0.0,0.0,0.0,
aniso_k100,B-A,complete,invalid_rate,8925,0.0,0.0,0.0,
aniso_k100,B-A,complete,invalid_rate,77395,0.0,0.0,0.0,
aniso_k100,B-A,complete,invalid_rate,65457,0.0,0.0,0.0,
aniso_k100,B-A,complete,ks_stat,8925,0.0,0.0,0.0,0
aniso_k100,B-A,complete,ks_stat,77395,0.0,0.0,0.0,0
aniso_k100,B-A,complete,ks_stat,65457,0.0,0.0,0.0,0
aniso_k100,B-A,complete,mmd,8925,-0.00011706352233886719,-0.00025471051534016925,0.00017280633693031387,3
