condition,contrast,status,metric,seed,delta,mean_delta,std_population,seeds_favor_B
piv_d64,B-A,complete,q990_err,65457,-1.0273311170511112e-07,6.848874113442778e-08,2.421442664603262e-07,2
piv_d64,B-A,complete,q995_err,8925,-2.9041086554992823e-07,-6.4535747903068e-08,1.6453451893013756e-07,1
piv_d64,B-A,complete,q995_err,77395,0.0,-6.4535747903068e-08,1.6453451893013756e-07,1
piv_d64,B-A,complete,q995_err,65457,9.680362184072422e-08,-6.4535747903068e-08,1.6453451893013756e-07,1
piv_d64,B-A,complete,radial_w1,8925,-3.725290298461914e-09,0.0,3.041686791657381e-09,1
piv_d64,B-A,complete,radial_w1,77395,0.0,0.0,3.041686791657381e-09,1
piv_d64,B-A,complete,radial_w1,65457,3.725290298461914e-09,0.0,3.041686791657381e-09,1
piv_d64,B-A,complete,sample_time_s,8925,0.10856928676366806,0.10704623659451802,0.006748568422974397,
piv_d64,B-A,complete,sample_time_s,77395,0.09812536090612411,0.10704623659451802,0.006748568422974397,
piv_d64,B-A,complete,sample_time_s,65457,0.1144440621137619,0.10704623659451802,0.006748568422974397,
piv_d64,B-A,complete,sliced_w1,8925,-0.002449687570333481,0.00029449785749117535,0.0021533205744100276,1
piv_d64,B-A,complete,sliced_w1,77395,0.0005232319235801697,0.00029449785749117535,0.0021533205744100276,1
piv_d64,B-A,complete,sliced_w1,65457,0.002809949219226837,0.00029449785749117535,0.0021533205744100276,1
piv_d64,B-A,complete,tail_exc_95,8925,0.0,0.0,0.0,0
piv_d64,B-A,complete,tail_exc_95,77395,0.0,0.0,0.0,0
piv_d64,B-A,complete,tail_exc_95,65457,0.0,0.0,0.0,0
piv_d64,B-A,complete,tail_exc_99,8925,0.0,0.0,0.0,0
piv_d64,B-A,complete,tail_exc_99,77395,0.0,0.0,0.0,0
piv_d64,B-A,complete,tail_exc_99,65457,0.0,0.0,0.0,0
piv_d64,B-A,complete,total_train_time_s,8925,-8.526011541485786,-2.2695852468411126,4.4240070494614345,
piv_d64,B-A,complete,total_train_time_s,77395,0.883226178586483,-2.2695852468411126,4.4240070494614345,
piv_d64,B-A,complete,total_train_time_s,65457,0.8340296223759651,-2.2695852468411126,4.4240070494614345,
piv_d64,B-C,complete,angular_sw_bin0,8925,-0.0038867872208356857,-0.0035715953757365546,0.0003481351506411621,3
piv_d64,B-C,complete,angular_sw_bin0,77395,-0.003086451441049576,-0.0035715953757365546,0.0003481351506411621,3
piv_d64,B-C,complete,angular_sw_bin0,65457,-0.003741547465324402,-0.0035715953757365546,0.0003481351506411621,3
piv_d64,B-C,complete,angular_sw_bin1,8925,-0.001956585794687271,-0.0016429026921590169,0.0002300230068824665,3
piv_d64,B-C,complete,angular_sw_bin1,77395,-0.0015606805682182312,-0.0016429026921590169,0.0002300230068824665,3
piv_d64,B-C,complete,angular_sw_bin1,65457,-0.0014114417135715485,-0.0016429026921590169,0.0002300230068824665,3
piv_d64,B-C,complete,angular_sw_bin2,8925,-0.0009155143052339554,-0.0012925813595453899,0.0006307563469810802,3
piv_d64,B-C,complete,angular_sw_bin2,77395,-0.0007810108363628387,-0.0012925813595453899,0.0006307563469810802,3
piv_d64,B-C,complete,angular_sw_bin2,65457,-0.0021812189370393753,-0.0012925813595453899,0.0006307563469810802,3
piv_d64,B-C,complete,angular_sw_bin3,8925,-0.015934213995933533,-0.013570838297406832,0.0024544484564302,3
piv_d64,B-C,complete,angular_sw_bin3,77395,-0.014590812847018242,-0.013570838297406832,0.0024544484564302,3
piv_d64,B-C,complete,angular_sw_bin3,65457,-0.010187488049268723,-0.013570838297406832,0.0024544484564302,3
piv_d64,B-C,complete,angular_sw_mean,8925,-0.005673275329172611,-0.005019479431211948,0.0005279072362142086,3
piv_d64,B-C,complete,angular_sw_mean,77395,-0.005004738923162222,-0.005019479431211948,0.0005279072362142086,3
piv_d64,B-C,complete,angular_sw_mean,65457,-0.004380424041301012,-0.005019479431211948,0.0005279072362142086,3
piv_d64,B-C,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
piv_d64,B-C,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
piv_d64,B-C,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
piv_d64,B-C,complete,inf_rate,8925,0.0,0.0,0.0,
piv_d64,B-C,complete,inf_rate,77395,0.0,0.0,0.0,
piv_d64,B-C,complete,inf_rate,65457,0.0,0.0,0.0,
piv_d64,B-C,complete,invalid_rate,8925,0.0,0.0,0.0,
piv_d64,B-C,complete,invalid_rate,77395,0.0,0.0,0.0,
piv_d64,B-C,complete,invalid_rate,65457,0.0,0.0,0.0,
piv_d64,B-C,complete,ks_stat,8925,0.0,0.0,0.0,0
piv_d64,B-C,complete,ks_stat,77395,0.0,0.0,0.0,0
piv_d64,B-C,complete,ks_stat,65457,0.0,0.0,0.0,0
piv_d64,B-C,complete,mmd,8925,-0.0031031370162963867,-0.002591411272684733,0.0003837827791985321,3
piv_d64,B-C,complete,mmd,77395,-0.0021789073944091797,-0.002591411272684733,0.0003837827791985321,3
piv_d64,B-C,complete,mmd,65457,-0.002492189407348633,-0.002591411272684733,0.0003837827791985321,3
piv_d64,B-C,complete,nan_rate,8925,0.0,0.0,0.0,
piv_d64,B-C,complete,nan_rate,77395,0.0,0.0,0.0,
piv_d64,B-C,complete,nan_rate,65457,0.0,0.0,0.0,
piv_d64,B-C,complete,nfe,8925,0,0,0.0,
piv_d64,B-C,complete,nfe,77395,0,0,0.0,
piv_d64,B-C,complete,nfe,65457,0,0,0.0,
piv_d64,B-C,complete,q950_err,8925,1.972405261427973e-07,6.57468420475991e-08,1.0736414347708377e-07,1
piv_d64,B-C,complete,q950_err,77395,6.574684204702086e-08,6.57468420475991e-08,1.0736414347708377e-07,1
piv_d64,B-C,complete,q950_err,65457,-6.574684204702086e-08,6.57468420475991e-08,1.0736414347708377e-07,1
piv_d64,B-C,complete,q990_err,8925,2.054662234067528e-07,-3.4244370568370375e-08,2.1109647745170693e-07,1
piv_d64,B-C,complete,q990_err,77395,-3.081993351118639e-07,-3.4244370568370375e-08,2.1109647745170693e-07,1
piv_d64,B-C,complete,q990_err,65457,0.0,-3.4244370568370375e-08,2.1109647745170693e-07,1
piv_d64,B-C,complete,q995_err,8925,9.680362184766311e-08,-9.680362184997608e-08,1.580796525229077e-07,2
piv_d64,B-C,complete,q995_err,77395,-9.680362184766311e-08,-9.680362184997608e-08,1.580796525229077e-07,2
piv_d64,B-C,complete,q995_err,65457,-2.9041086554992823e-07,-9.680362184997608e-08,1.580796525229077e-07,2
piv_d64,B-C,complete,radial_w1,8925,3.725290298461914e-09,4.967053731282552e-09,1.756118687953918e-09,0
piv_d64,B-C,complete,radial_w1,77395,3.725290298461914e-09,4.967053731282552e-09,1.756118687953918e-09,0
piv_d64,B-C,complete,radial_w1,65457,7.450580596923828e-09,4.967053731282552e-09,1.756118687953918e-09,0
piv_d64,B-C,complete,sample_time_s,8925,0.014730699360370636,0.02692728986342748,0.008984611070592481,
piv_d64,B-C,complete,sample_time_s,77395,0.029940582811832428,0.02692728986342748,0.008984611070592481,
piv_d64,B-C,complete,sample_time_s,65457,0.036110587418079376,0.02692728986342748,0.008984611070592481,
piv_d64,B-C,complete,sliced_w1,8925,-0.013522613793611526,-0.010073500995834669,0.0025911095542492826,3
piv_d64,B-C,complete,sliced_w1,77395,-0.009420620277523994,-0.010073500995834669,0.0025911095542492826,3
piv_d64,B-C,complete,sliced_w1,65457,-0.0072772689163684845,-0.010073500995834669,0.0025911095542492826,3
piv_d64,B-C,complete,tail_exc_95,8925,0.0,0.0,0.0,0
piv_d64,B-C,complete,tail_exc_95,77395,0.0,0.0,0.0,0
piv_d64,B-C,complete,tail_exc_95,65457,0.0,0.0,0.0,0
piv_d64,B-C,complete,tail_exc_99,8925,0.0,0.0,0.0,0
piv_d64,B-C,complete,tail_exc_99,77395,0.0,0.0,0.0,0
piv_d64,B-C,complete,tail_exc_99,65457,0.0,0.0,0.0,0
piv_d64,B-C,complete,total_train_time_s,8925,-1.9131557568907738,-1.2115395988027255,2.0490512574816035,
piv_d64,B-C,complete,total_train_time_s,77395,1.5741643011569977,-1.2115395988027255,2.0490512574816035,
piv_d64,B-C,complete,total_train_time_s,65457,-3.2956273406744003,-1.2115395988027255,2.0490512574816035,
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin0,8925,-0.0022855475544929504,-0.001564340355495612,0.0005755230780693567,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin0,77395,-0.0008770329877734184,-0.001564340355495612,0.0005755230780693567,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin0,65457,-0.0015304405242204666,-0.001564340355495612,0.0005755230780693567,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin1,8925,-0.002461371012032032,-0.0019059648426870506,0.0004084976358809979,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin1,77395,-0.0017659151926636696,-0.0019059648426870506,0.0004084976358809979,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin1,65457,-0.00149060832336545,-0.0019059648426870506,0.0004084976358809979,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin2,8925,-0.0029121236875653267,-0.002029219176620245,0.0006267439166859796,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin2,77395,-0.0016553807072341442,-0.002029219176620245,0.0006267439166859796,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin2,65457,-0.001520153135061264,-0.002029219176620245,0.0006267439166859796,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin3,8925,-0.002120915800333023,-0.0017059937429924805,0.0007215595550184707,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin3,77395,-0.002305906265974045,-0.0017059937429924805,0.0007215595550184707,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_bin3,65457,-0.0006911591626703739,-0.0017059937429924805,0.0007215595550184707,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_mean,8925,-0.002444989513605833,-0.001801379529448847,0.00047615278159781005,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_mean,77395,-0.0016510587884113193,-0.001801379529448847,0.00047615278159781005,3
student_t_d128_df3.0_cor,B-A,complete,angular_sw_mean,65457,-0.0013080902863293886,-0.001801379529448847,0.00047615278159781005,3
student_t_d128_df3.0_cor,B-A,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,inf_rate,8925,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,inf_rate,77395,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,inf_rate,65457,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,invalid_rate,8925,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,invalid_rate,77395,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,invalid_rate,65457,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,ks_stat,8925,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,ks_stat,77395,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,ks_stat,65457,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,mmd,8925,-0.0018699169158935547,-0.0012347698211669922,0.00045007139552353,3
student_t_d128_df3.0_cor,B-A,complete,mmd,77395,-0.0008813142776489258,-0.0012347698211669922,0.00045007139552353,3
student_t_d128_df3.0_cor,B-A,complete,mmd,65457,-0.0009530782699584961,-0.0012347698211669922,0.00045007139552353,3
student_t_d128_df3.0_cor,B-A,complete,nan_rate,8925,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,nan_rate,77395,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,nan_rate,65457,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-A,complete,nfe,8925,0,0,0.0,
student_t_d128_df3.0_cor,B-A,complete,nfe,77395,0,0,0.0,
student_t_d128_df3.0_cor,B-A,complete,nfe,65457,0,0,0.0,
student_t_d128_df3.0_cor,B-A,complete,q950_err,8925,0.0,-3.412757762178183e-08,1.2769370290132798e-07,1
student_t_d128_df3.0_cor,B-A,complete,q950_err,77395,1.0238273286545391e-07,-3.412757762178183e-08,1.2769370290132798e-07,1
student_t_d128_df3.0_cor,B-A,complete,q950_err,65457,-2.047654657307994e-07,-3.412757762178183e-08,1.2769370290132798e-07,1
student_t_d128_df3.0_cor,B-A,complete,q990_err,8925,7.203101309687099e-08,2.4010337698956996e-08,6.7911490422046e-08,1
student_t_d128_df3.0_cor,B-A,complete,q990_err,77395,-7.203101309687099e-08,2.4010337698956996e-08,6.7911490422046e-08,1
student_t_d128_df3.0_cor,B-A,complete,q990_err,65457,7.203101309687099e-08,2.4010337698956996e-08,6.7911490422046e-08,1
student_t_d128_df3.0_cor,B-A,complete,q995_err,8925,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,q995_err,77395,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,q995_err,65457,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,radial_w1,8925,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0
student_t_d128_df3.0_cor,B-A,complete,radial_w1,77395,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0
student_t_d128_df3.0_cor,B-A,complete,radial_w1,65457,1.1920928955078125e-07,1.1920928955078125e-07,0.0,0
student_t_d128_df3.0_cor,B-A,complete,sample_time_s,8925,0.14680495113134384,0.15339355915784836,0.006131732231447481,
student_t_d128_df3.0_cor,B-A,complete,sample_time_s,77395,0.15180525183677673,0.15339355915784836,0.006131732231447481,
student_t_d128_df3.0_cor,B-A,complete,sample_time_s,65457,0.1615704745054245,0.15339355915784836,0.006131732231447481,
student_t_d128_df3.0_cor,B-A,complete,sliced_w1,8925,-0.6300576329231262,-0.39788156747817993,0.16813958035530344,3
student_t_d128_df3.0_cor,B-A,complete,sliced_w1,77395,-0.32625794410705566,-0.39788156747817993,0.16813958035530344,3
student_t_d128_df3.0_cor,B-A,complete,sliced_w1,65457,-0.2373291254043579,-0.39788156747817993,0.16813958035530344,3
student_t_d128_df3.0_cor,B-A,complete,tail_exc_95,8925,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,tail_exc_95,77395,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,tail_exc_95,65457,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,tail_exc_99,8925,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,tail_exc_99,77395,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,tail_exc_99,65457,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-A,complete,total_train_time_s,8925,0.7015770748257637,1.504388506213824,3.3614478934701695,
student_t_d128_df3.0_cor,B-A,complete,total_train_time_s,77395,-2.1519906744360924,1.504388506213824,3.3614478934701695,
student_t_d128_df3.0_cor,B-A,complete,total_train_time_s,65457,5.9635791182518005,1.504388506213824,3.3614478934701695,
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin0,8925,-1.9116327166557312e-05,0.00017443795998891196,0.00022781259964780044,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin0,77395,0.0004942631348967552,0.00017443795998891196,0.00022781259964780044,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin0,65457,4.816707223653793e-05,0.00017443795998891196,0.00022781259964780044,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin1,8925,6.841635331511497e-05,8.111198743184407e-05,9.851965256792528e-05,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin1,77395,0.00020761927589774132,8.111198743184407e-05,9.851965256792528e-05,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin1,65457,-3.2699666917324066e-05,8.111198743184407e-05,9.851965256792528e-05,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin2,8925,2.5440938770771027e-05,-8.931383490562439e-07,1.8724469188816135e-05,2
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin2,77395,-1.646764576435089e-05,-8.931383490562439e-07,1.8724469188816135e-05,2
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin2,65457,-1.1652708053588867e-05,-8.931383490562439e-07,1.8724469188816135e-05,2
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin3,8925,0.00012355437502264977,-1.6718171536922455e-05,0.0003021037821485422,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin3,77395,-0.0004363437183201313,-1.6718171536922455e-05,0.0003021037821485422,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_bin3,65457,0.00026263482868671417,-1.6718171536922455e-05,0.0003021037821485422,1
student_t_d128_df3.0_cor,B-C,complete,angular_sw_mean,8925,4.9573834985494614e-05,5.948465938369433e-05,7.228981510263013e-06,0
student_t_d128_df3.0_cor,B-C,complete,angular_sw_mean,77395,6.226776167750359e-05,5.948465938369433e-05,7.228981510263013e-06,0
student_t_d128_df3.0_cor,B-C,complete,angular_sw_mean,65457,6.661238148808479e-05,5.948465938369433e-05,7.228981510263013e-06,0
student_t_d128_df3.0_cor,B-C,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,inf_rate,8925,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,inf_rate,77395,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,inf_rate,65457,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,invalid_rate,8925,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,invalid_rate,77395,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,invalid_rate,65457,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,ks_stat,8925,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,ks_stat,77395,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,ks_stat,65457,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,mmd,8925,6.67572021484375e-06,3.6557515462239585e-06,5.314589658514814e-06,1
student_t_d128_df3.0_cor,B-C,complete,mmd,77395,8.106231689453125e-06,3.6557515462239585e-06,5.314589658514814e-06,1
student_t_d128_df3.0_cor,B-C,complete,mmd,65457,-3.814697265625e-06,3.6557515462239585e-06,5.314589658514814e-06,1
student_t_d128_df3.0_cor,B-C,complete,nan_rate,8925,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,nan_rate,77395,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,nan_rate,65457,0.0,0.0,0.0,
student_t_d128_df3.0_cor,B-C,complete,nfe,8925,0,0,0.0,
student_t_d128_df3.0_cor,B-C,complete,nfe,77395,0,0,0.0,
student_t_d128_df3.0_cor,B-C,complete,nfe,65457,0,0,0.0,
student_t_d128_df3.0_cor,B-C,complete,q950_err,8925,1.0238273286545391e-07,0.0,8.359515133067984e-08,1
student_t_d128_df3.0_cor,B-C,complete,q950_err,77395,0.0,0.0,8.359515133067984e-08,1
student_t_d128_df3.0_cor,B-C,complete,q950_err,65457,-1.0238273286545391e-07,0.0,8.359515133067984e-08,1
student_t_d128_df3.0_cor,B-C,complete,q990_err,8925,1.4406202619374198e-07,2.4010337698956996e-08,8.983845741023928e-08,1
student_t_d128_df3.0_cor,B-C,complete,q990_err,77395,0.0,2.4010337698956996e-08,8.983845741023928e-08,1
student_t_d128_df3.0_cor,B-C,complete,q990_err,65457,-7.203101309687099e-08,2.4010337698956996e-08,8.983845741023928e-08,1
student_t_d128_df3.0_cor,B-C,complete,q995_err,8925,1.204648231584171e-07,1.1564823173178713e-18,9.835911622949432e-08,1
student_t_d128_df3.0_cor,B-C,complete,q995_err,77395,0.0,1.1564823173178713e-18,9.835911622949432e-08,1
student_t_d128_df3.0_cor,B-C,complete,q995_err,65457,-1.2046482315494766e-07,1.1564823173178713e-18,9.835911622949432e-08,1
student_t_d128_df3.0_cor,B-C,complete,radial_w1,8925,1.1920928955078125e-07,3.9736429850260414e-08,1.1239159602905075e-07,1
student_t_d128_df3.0_cor,B-C,complete,radial_w1,77395,-1.1920928955078125e-07,3.9736429850260414e-08,1.1239159602905075e-07,1
student_t_d128_df3.0_cor,B-C,complete,radial_w1,65457,1.1920928955078125e-07,3.9736429850260414e-08,1.1239159602905075e-07,1
student_t_d128_df3.0_cor,B-C,complete,sample_time_s,8925,0.050581298768520355,0.04597920676072439,0.004802963376302821,
student_t_d128_df3.0_cor,B-C,complete,sample_time_s,77395,0.039351701736450195,0.04597920676072439,0.004802963376302821,
student_t_d128_df3.0_cor,B-C,complete,sample_time_s,65457,0.048004619777202606,0.04597920676072439,0.004802963376302821,
student_t_d128_df3.0_cor,B-C,complete,sliced_w1,8925,0.008031129837036133,0.0035446882247924805,0.003626743179647353,1
student_t_d128_df3.0_cor,B-C,complete,sliced_w1,77395,-0.0008511543273925781,0.0035446882247924805,0.003626743179647353,1
student_t_d128_df3.0_cor,B-C,complete,sliced_w1,65457,0.0034540891647338867,0.0035446882247924805,0.003626743179647353,1
student_t_d128_df3.0_cor,B-C,complete,tail_exc_95,8925,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,tail_exc_95,77395,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,tail_exc_95,65457,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,tail_exc_99,8925,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,tail_exc_99,77395,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,tail_exc_99,65457,0.0,0.0,0.0,0
student_t_d128_df3.0_cor,B-C,complete,total_train_time_s,8925,-0.6036263108253479,0.09127095838387807,1.3320821195217931,
student_t_d128_df3.0_cor,B-C,complete,total_train_time_s,77395,-1.0776914656162262,0.09127095838387807,1.3320821195217931,
student_t_d128_df3.0_cor,B-C,complete,total_train_time_s,65457,1.9551306515932083,0.09127095838387807,1.3320821195217931,
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin0,8925,0.0017256513237953186,-0.001695553461710612,0.002513555855096373,2
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin0,77395,-0.004241896793246269,-0.001695553461710612,0.002513555855096373,2
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin0,65457,-0.0025704149156808853,-0.001695553461710612,0.002513555855096373,2
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin1,8925,-0.0007130643352866173,-0.0026139989495277405,0.0017814040815821222,3
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin1,77395,-0.004996226169168949,-0.0026139989495277405,0.0017814040815821222,3
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin1,65457,-0.002132706344127655,-0.0026139989495277405,0.0017814040815821222,3
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin2,8925,-0.0006554871797561646,-0.0040986572081844015,0.0025334157018141227,3
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin2,77395,-0.006677987985312939,-0.0040986572081844015,0.0025334157018141227,3
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin2,65457,-0.0049624964594841,-0.0040986572081844015,0.0025334157018141227,3
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin3,8925,-0.0031901784241199493,-0.003816155716776848,0.0034861010015021223,2
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin3,77395,-0.008364172652363777,-0.003816155716776848,0.0034861010015021223,2
student_t_d16_df1.5_cor,B-A,complete,angular_sw_bin3,65457,0.00010588392615318298,-0.003816155716776848,0.0034861010015021223,2
student_t_d16_df1.5_cor,B-A,complete,angular_sw_mean,8925,-0.0007082696538418531,-0.0030560913340499005,0.0022390552914808497,3
student_t_d16_df1.5_cor,B-A,complete,angular_sw_mean,77395,-0.0060700709000229836,-0.0030560913340499005,0.0022390552914808497,3
student_t_d16_df1.5_cor,B-A,complete,angular_sw_mean,65457,-0.0023899334482848644,-0.0030560913340499005,0.0022390552914808497,3
student_t_d16_df1.5_cor,B-A,complete,exploding_norm_rate,8925,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,exploding_norm_rate,77395,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,exploding_norm_rate,65457,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,inf_rate,8925,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,inf_rate,77395,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,inf_rate,65457,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,invalid_rate,8925,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,invalid_rate,77395,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,invalid_rate,65457,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,ks_stat,8925,0.0,0.0,0.0,0
student_t_d16_df1.5_cor,B-A,complete,ks_stat,77395,0.0,0.0,0.0,0
student_t_d16_df1.5_cor,B-A,complete,ks_stat,65457,0.0,0.0,0.0,0
student_t_d16_df1.5_cor,B-A,complete,mmd,8925,-2.3603439331054688e-05,-0.0003718932469685872,0.00029209088711224543,3
student_t_d16_df1.5_cor,B-A,complete,mmd,77395,-0.0007383823394775391,-0.0003718932469685872,0.00029209088711224543,3
student_t_d16_df1.5_cor,B-A,complete,mmd,65457,-0.00035369396209716797,-0.0003718932469685872,0.00029209088711224543,3
student_t_d16_df1.5_cor,B-A,complete,nan_rate,8925,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,nan_rate,77395,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,nan_rate,65457,0.0,0.0,0.0,
student_t_d16_df1.5_cor,B-A,complete,nfe,8925,0,0,0.0,
student_t_d16_df1.5_cor,B-A,complete,nfe,77395,0,0,0.0,
student_t_d16_df1.5_cor,B-A,complete,nfe,65457,0,0,0.0,
student_t_d16_df1.5_cor,B-A,complete,q950_err,8925,-9.326184999096376e-08,3.1087283330032134e-08,1.1631796330724459e-07,1
student_t_d16_df1.5_cor,B-A,complete,q950_err,77395,0.0,3.1087283330032134e-08,1.1631796330724459e-07,1
student_t_d16_df1.5_cor,B-A,complete,q950_err,65457,1.8652369998106016e-07,3.1087283330032134e-08,1.1631796330724459e-07,1
student_t_d16_df1.5_cor,B-A,complete,q990_err,8925,-6.990510452442589e-08,2.3301701503516032e-08,8.718698356615921e-08,1
student_t_d16_df1.5_cor,B-A,complete,q990_err,77395,0.0,2.3301701503516032e-08,8.718698356615921e-08,1
student_t_d16_df1.5_cor,B-A,complete,q990_err,65457,1.39810209034974e-07,2.3301701503516032e-08,8.718698356615921e-08,1
student_t_d16_df1.5_cor,B-A,complete,q995_err,8925,2.4905235576633267e-07,1.1068993591156762e-07,1.411025357738029e-07,1
student_t_d16_df1.5_cor,B-A,complete,q995_err,77395,1.660349038812292e-07,1.1068993591156762e-07,1.411025357738029e-07,1
student_t_d16_df1.5_cor,B-A,complete,q995_err,65457,-8.301745191285903e-08,1.1068993591156762e-07,1.411025357738029e-07,1
student_t_d16_df1.5_cor,B-A,complete,radial_w1,8925,0.0,0.0,7.786718186642895e-07,1
