step,loss,elapsed_s
200,9.736939430236816,1.4514005184173584
400,16.034875869750977,2.668729543685913
600,12.368852615356445,3.928074836730957
800,16.581945419311523,5.199416875839233
1000,10.376264572143555,6.4813454151153564
1200,31516050587648.0,7.8297483921051025
1400,36858931183616.0,9.04060697555542
1600,17.58629608154297,10.351454734802246
1800,36.74774169921875,11.621230840682983
2000,40.483863830566406,12.939136981964111
2200,70.60438537597656,14.202430725097656
2400,43.94358825683594,15.46426510810852
2600,96.57046508789062,16.746663093566895
2800,16.211383819580078,18.04301381111145
3000,11.55370807647705,19.364838361740112
3200,45273707446272.0,20.635709762573242
3400,85891502571520.0,21.94805908203125
3600,78.92816162109375,23.26739192008972
3800,877848690688.0,24.532742738723755
4000,10.732625961303711,25.80554223060608
4200,21.775169372558594,27.09992790222168
4400,1548695011065856.0,28.339252948760986
4600,52778055499776.0,29.634093046188354
4800,47.54107666015625,30.910503149032593
5000,52.748146057128906,32.242878675460815
5200,28.043651580810547,33.59473967552185
5400,1947902410752.0,34.91206932067871
5600,98.43026733398438,36.210951805114746
5800,490905927680.0,37.53884720802307
6000,112.56548309326172,38.89271020889282
6200,2785.2451171875,40.16400194168091
6400,6677.1943359375,41.52487373352051
6600,7532.048828125,42.89479398727417
6800,1638.59228515625,44.25572681427002
7000,153.86636352539062,45.56159734725952
7200,112.22111511230469,46.80945611000061
7400,5208929730560.0,48.099270820617676
7600,102663492468736.0,49.4547278881073
7800,56074334208.0,50.7856080532074
8000,319.837158203125,52.11593747138977
8200,168.91769409179688,53.43832993507385
8400,30215755530240.0,54.72965669631958
8600,175.16607666015625,56.03251671791077
8800,145.62667846679688,57.30490732192993
9000,263.8369140625,58.58373475074768
9200,119.10072326660156,59.90560054779053
9400,468.37371826171875,61.200950384140015
9600,392.92767333984375,62.51526093482971
9800,3170.1826171875,63.91017484664917
10000,6246.6513671875,65.21653294563293
