step,loss,elapsed_s
200,197.59561157226562,0.7444984912872314
400,188.05580139160156,1.4109976291656494
600,182.69747924804688,2.116504430770874
800,171.64700317382812,2.817000150680542
1000,163.92745971679688,3.5309998989105225
1200,164.1095733642578,4.227998495101929
1400,162.50331115722656,4.923004150390625
1600,159.1868896484375,5.676029920578003
1800,155.71090698242188,6.349525213241577
2000,153.23526000976562,7.035024642944336
2200,153.626953125,7.743026256561279
2400,154.7665557861328,8.456526279449463
2600,157.75347900390625,10.111524105072021
2800,154.2586212158203,10.907533884048462
3000,153.30990600585938,12.239023208618164
3200,149.03848266601562,12.940525531768799
3400,147.8850555419922,13.630028009414673
3600,151.99766540527344,14.35653281211853
3800,149.92837524414062,15.077027082443237
4000,148.68833923339844,15.809468746185303
4200,151.2171630859375,16.564472436904907
4400,151.0628662109375,17.28396987915039
4600,153.3569793701172,18.034969329833984
4800,150.22882080078125,18.786970138549805
5000,149.6390380859375,19.47346782684326
5200,150.2394561767578,21.71596884727478
5400,146.75872802734375,22.386969089508057
5600,149.7863311767578,23.06046962738037
5800,150.51914978027344,23.920469284057617
6000,150.62078857421875,24.634968280792236
6200,146.4244842529297,25.35100746154785
6400,154.25152587890625,26.09650683403015
6600,146.93057250976562,26.771007776260376
6800,149.93136596679688,27.462013721466064
7000,148.57423400878906,28.161006689071655
7200,147.41390991210938,28.86601233482361
7400,145.24691772460938,29.607007265090942
7600,148.73178100585938,30.31601309776306
7800,146.83877563476562,30.99751377105713
8000,144.9601287841797,31.68101167678833
8200,143.61273193359375,32.37800741195679
8400,148.30819702148438,33.048014402389526
8600,148.69207763671875,33.717506885528564
8800,149.21969604492188,34.403507471084595
9000,145.1004638671875,35.10950803756714
9200,148.81517028808594,35.84554982185364
9400,148.07333374023438,36.59355711936951
9600,143.83387756347656,37.28305220603943
9800,145.16778564453125,37.952552318573
10000,145.65185546875,38.63255071640015
