step,loss,elapsed_s
200,112.72928619384766,0.8705005645751953
400,107.48648071289062,1.5544989109039307
600,104.19131469726562,2.217998504638672
800,99.48533630371094,2.8784968852996826
1000,96.55097198486328,3.595996856689453
1200,96.98728942871094,4.355999231338501
1400,94.38746643066406,5.05699610710144
1600,93.80494689941406,5.74103569984436
1800,92.46675872802734,6.432532787322998
2000,91.65126037597656,7.1340343952178955
2200,91.13600158691406,7.822533369064331
2400,91.35005187988281,8.50853180885315
2600,91.82052612304688,9.188533544540405
2800,91.04747772216797,9.927035093307495
3000,90.2877197265625,10.699532985687256
3200,89.00447845458984,11.402040004730225
3400,88.14237976074219,12.069598913192749
3600,90.03231048583984,12.749597311019897
3800,89.03215789794922,13.452097415924072
4000,88.53228759765625,14.164095878601074
4200,88.54048919677734,14.866597890853882
4400,88.80020141601562,15.55712366104126
4600,88.39326477050781,16.22963547706604
4800,88.82160949707031,16.91713547706604
5000,87.51150512695312,17.569631576538086
5200,87.57620239257812,18.254634618759155
5400,86.70835876464844,18.925135374069214
5600,87.56797790527344,19.601131916046143
5800,87.70986938476562,20.28113317489624
6000,87.48805236816406,20.94663166999817
6200,86.43327331542969,21.639131546020508
6400,87.88259887695312,22.30113196372986
6600,86.80550384521484,22.97763156890869
6800,86.59600067138672,23.639135360717773
7000,86.36180114746094,24.290632486343384
7200,86.09269714355469,24.977131843566895
7400,85.09420013427734,25.672159910202026
7600,86.49839782714844,26.339661836624146
7800,85.28057861328125,27.073161602020264
8000,85.00645446777344,27.75165867805481
8200,84.30101013183594,28.427658319473267
8400,84.54171752929688,29.100159883499146
8600,85.62826538085938,29.76266074180603
8800,85.71287536621094,30.434158086776733
9000,83.26496124267578,31.100661516189575
9200,85.56877136230469,31.76366400718689
9400,84.510498046875,32.435160875320435
9600,83.61372375488281,33.10765838623047
9800,83.15491485595703,33.77115845680237
10000,83.5069808959961,34.44166135787964
