step,loss,elapsed_s
200,10535.892578125,0.6079916954040527
400,9347.81640625,0.9534916877746582
600,7290.1162109375,1.2999889850616455
800,5700.0791015625,1.6469922065734863
1000,4523.830078125,2.0099918842315674
1200,3663.09814453125,2.362993001937866
1400,3242.83056640625,2.717992067337036
1600,3029.166015625,3.0764918327331543
1800,2696.92333984375,3.435993194580078
2000,2569.620361328125,3.7899911403656006
2200,2308.042724609375,4.139991283416748
2400,2264.204833984375,4.501990795135498
2600,2223.154296875,4.8634889125823975
2800,2196.009521484375,5.224990367889404
3000,2312.60107421875,5.598993539810181
3200,2024.4033203125,5.946491241455078
3400,1985.9677734375,6.295491695404053
3600,1907.14013671875,6.641991138458252
3800,1901.84521484375,7.007991552352905
4000,1800.1544189453125,7.374492168426514
4200,1761.091552734375,7.73898983001709
4400,1836.246826171875,8.11596965789795
4600,1704.947509765625,8.476468563079834
4800,1832.372802734375,8.832468748092651
5000,1777.677978515625,9.190969467163086
5200,1642.1275634765625,9.554468631744385
5400,1662.007568359375,9.91599726676941
5600,1556.015625,10.268499374389648
5800,1634.89990234375,10.62750506401062
6000,1454.6005859375,10.990000247955322
6200,1453.798828125,11.350998878479004
6400,1506.5904541015625,11.704000234603882
6600,1579.949951171875,12.064505577087402
6800,1579.08544921875,12.429497480392456
7000,1396.762451171875,12.791999578475952
7200,1677.0750732421875,13.15999984741211
7400,1428.266357421875,13.513500690460205
7600,1511.1087646484375,13.871999502182007
7800,1528.0692138671875,14.227999925613403
8000,1479.2349853515625,14.583498239517212
8200,1527.06494140625,14.948998928070068
8400,1412.0457763671875,15.31799864768982
8600,1399.64697265625,15.665001392364502
8800,1464.566650390625,16.025501012802124
9000,1374.0787353515625,16.381499528884888
9200,1425.876220703125,16.75600290298462
9400,1298.7841796875,17.126506805419922
9600,1445.066650390625,17.490999698638916
9800,1450.5009765625,17.859500885009766
10000,1420.5450439453125,18.227999925613403
