condition,method,seed,status,metric,value,result_path
student_t_d8_df3.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/B/seed_77395/result.json
student_t_d8_df3.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/B/seed_65457/result.json
student_t_d8_df3.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/C/seed_8925/result.json
student_t_d8_df3.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/C/seed_77395/result.json
student_t_d8_df3.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/C/seed_65457/result.json
student_t_d8_df3.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d8_df3.0_cor/seed_8925/result.json
student_t_d8_df3.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d8_df3.0_cor/seed_77395/result.json
student_t_d8_df3.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d8_df3.0_cor/seed_65457/result.json
toy_radial_angular,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/A/seed_8925/result.json
toy_radial_angular,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/A/seed_77395/result.json
toy_radial_angular,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/A/seed_65457/result.json
toy_radial_angular,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/B/seed_8925/result.json
toy_radial_angular,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/B/seed_77395/result.json
toy_radial_angular,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/B/seed_65457/result.json
toy_radial_angular,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/C/seed_8925/result.json
toy_radial_angular,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/C/seed_77395/result.json
toy_radial_angular,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/toy_radial_angular/C/seed_65457/result.json
toy_radial_angular,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/toy_radial_angular/seed_8925/result.json
toy_radial_angular,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/toy_radial_angular/seed_77395/result.json
toy_radial_angular,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/toy_radial_angular/seed_65457/result.json
weather_au_wind,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/A/seed_8925/result.json
weather_au_wind,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/A/seed_77395/result.json
weather_au_wind,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/A/seed_65457/result.json
weather_au_wind,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/B/seed_8925/result.json
weather_au_wind,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/B/seed_77395/result.json
weather_au_wind,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/B/seed_65457/result.json
weather_au_wind,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/C/seed_8925/result.json
weather_au_wind,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/C/seed_77395/result.json
weather_au_wind,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/weather_au_wind/C/seed_65457/result.json
weather_au_wind,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/weather_au_wind/seed_8925/result.json
weather_au_wind,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/weather_au_wind/seed_77395/result.json
weather_au_wind,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/weather_au_wind/seed_65457/result.json
