condition,method,seed,status,metric,value,result_path
piv_d64,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/piv_d64/B/seed_65457/result.json
piv_d64,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/piv_d64/C/seed_8925/result.json
piv_d64,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/piv_d64/C/seed_77395/result.json
piv_d64,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/piv_d64/C/seed_65457/result.json
piv_d64,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/piv_d64/seed_8925/result.json
piv_d64,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/piv_d64/seed_77395/result.json
piv_d64,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/piv_d64/seed_65457/result.json
student_t_d128_df3.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/A/seed_8925/result.json
student_t_d128_df3.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/A/seed_77395/result.json
student_t_d128_df3.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/A/seed_65457/result.json
student_t_d128_df3.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/B/seed_8925/result.json
student_t_d128_df3.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/B/seed_77395/result.json
student_t_d128_df3.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/B/seed_65457/result.json
student_t_d128_df3.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/C/seed_8925/result.json
student_t_d128_df3.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/C/seed_77395/result.json
student_t_d128_df3.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d128_df3.0_cor/C/seed_65457/result.json
student_t_d128_df3.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d128_df3.0_cor/seed_8925/result.json
student_t_d128_df3.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d128_df3.0_cor/seed_77395/result.json
student_t_d128_df3.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d128_df3.0_cor/seed_65457/result.json
student_t_d16_df1.5_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/A/seed_8925/result.json
student_t_d16_df1.5_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/A/seed_77395/result.json
student_t_d16_df1.5_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/A/seed_65457/result.json
student_t_d16_df1.5_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/B/seed_8925/result.json
student_t_d16_df1.5_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/B/seed_77395/result.json
student_t_d16_df1.5_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/B/seed_65457/result.json
student_t_d16_df1.5_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/C/seed_8925/result.json
student_t_d16_df1.5_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/C/seed_77395/result.json
student_t_d16_df1.5_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df1.5_cor/C/seed_65457/result.json
student_t_d16_df1.5_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df1.5_cor/seed_8925/result.json
student_t_d16_df1.5_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df1.5_cor/seed_77395/result.json
student_t_d16_df1.5_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df1.5_cor/seed_65457/result.json
student_t_d16_df10.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/A/seed_8925/result.json
student_t_d16_df10.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/A/seed_77395/result.json
student_t_d16_df10.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/A/seed_65457/result.json
student_t_d16_df10.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/B/seed_8925/result.json
student_t_d16_df10.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/B/seed_77395/result.json
student_t_d16_df10.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/B/seed_65457/result.json
student_t_d16_df10.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/C/seed_8925/result.json
student_t_d16_df10.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/C/seed_77395/result.json
student_t_d16_df10.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df10.0_cor/C/seed_65457/result.json
student_t_d16_df10.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df10.0_cor/seed_8925/result.json
student_t_d16_df10.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df10.0_cor/seed_77395/result.json
student_t_d16_df10.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df10.0_cor/seed_65457/result.json
student_t_d16_df2.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/A/seed_8925/result.json
student_t_d16_df2.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/A/seed_77395/result.json
student_t_d16_df2.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/A/seed_65457/result.json
student_t_d16_df2.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/B/seed_8925/result.json
student_t_d16_df2.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/B/seed_77395/result.json
student_t_d16_df2.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/B/seed_65457/result.json
student_t_d16_df2.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/C/seed_8925/result.json
student_t_d16_df2.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/C/seed_77395/result.json
student_t_d16_df2.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df2.0_cor/C/seed_65457/result.json
student_t_d16_df2.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df2.0_cor/seed_8925/result.json
student_t_d16_df2.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df2.0_cor/seed_77395/result.json
student_t_d16_df2.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df2.0_cor/seed_65457/result.json
student_t_d16_df3.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/A/seed_8925/result.json
student_t_d16_df3.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/A/seed_77395/result.json
student_t_d16_df3.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/A/seed_65457/result.json
student_t_d16_df3.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/B/seed_8925/result.json
student_t_d16_df3.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/B/seed_77395/result.json
student_t_d16_df3.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/B/seed_65457/result.json
student_t_d16_df3.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/C/seed_8925/result.json
student_t_d16_df3.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/C/seed_77395/result.json
student_t_d16_df3.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df3.0_cor/C/seed_65457/result.json
student_t_d16_df3.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df3.0_cor/seed_8925/result.json
student_t_d16_df3.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df3.0_cor/seed_77395/result.json
student_t_d16_df3.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df3.0_cor/seed_65457/result.json
student_t_d16_df5.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/A/seed_8925/result.json
student_t_d16_df5.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/A/seed_77395/result.json
student_t_d16_df5.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/A/seed_65457/result.json
student_t_d16_df5.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/B/seed_8925/result.json
student_t_d16_df5.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/B/seed_77395/result.json
student_t_d16_df5.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/B/seed_65457/result.json
student_t_d16_df5.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/C/seed_8925/result.json
student_t_d16_df5.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/C/seed_77395/result.json
student_t_d16_df5.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df5.0_cor/C/seed_65457/result.json
student_t_d16_df5.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df5.0_cor/seed_8925/result.json
student_t_d16_df5.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df5.0_cor/seed_77395/result.json
student_t_d16_df5.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df5.0_cor/seed_65457/result.json
student_t_d16_df50.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/A/seed_8925/result.json
student_t_d16_df50.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/A/seed_77395/result.json
student_t_d16_df50.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/A/seed_65457/result.json
student_t_d16_df50.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/B/seed_8925/result.json
student_t_d16_df50.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/B/seed_77395/result.json
student_t_d16_df50.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/B/seed_65457/result.json
student_t_d16_df50.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/C/seed_8925/result.json
student_t_d16_df50.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/C/seed_77395/result.json
student_t_d16_df50.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d16_df50.0_cor/C/seed_65457/result.json
student_t_d16_df50.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df50.0_cor/seed_8925/result.json
student_t_d16_df50.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df50.0_cor/seed_77395/result.json
student_t_d16_df50.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d16_df50.0_cor/seed_65457/result.json
student_t_d256_df3.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/A/seed_8925/result.json
student_t_d256_df3.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/A/seed_77395/result.json
student_t_d256_df3.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/A/seed_65457/result.json
student_t_d256_df3.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/B/seed_8925/result.json
student_t_d256_df3.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/B/seed_77395/result.json
student_t_d256_df3.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/B/seed_65457/result.json
student_t_d256_df3.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/C/seed_8925/result.json
student_t_d256_df3.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/C/seed_77395/result.json
student_t_d256_df3.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d256_df3.0_cor/C/seed_65457/result.json
student_t_d256_df3.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d256_df3.0_cor/seed_8925/result.json
student_t_d256_df3.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d256_df3.0_cor/seed_77395/result.json
student_t_d256_df3.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d256_df3.0_cor/seed_65457/result.json
student_t_d2_df3.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/A/seed_8925/result.json
student_t_d2_df3.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/A/seed_77395/result.json
student_t_d2_df3.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/A/seed_65457/result.json
student_t_d2_df3.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/B/seed_8925/result.json
student_t_d2_df3.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/B/seed_77395/result.json
student_t_d2_df3.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/B/seed_65457/result.json
student_t_d2_df3.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/C/seed_8925/result.json
student_t_d2_df3.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/C/seed_77395/result.json
student_t_d2_df3.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d2_df3.0_cor/C/seed_65457/result.json
student_t_d2_df3.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d2_df3.0_cor/seed_8925/result.json
student_t_d2_df3.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d2_df3.0_cor/seed_77395/result.json
student_t_d2_df3.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d2_df3.0_cor/seed_65457/result.json
student_t_d32_df3.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/A/seed_8925/result.json
student_t_d32_df3.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/A/seed_77395/result.json
student_t_d32_df3.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/A/seed_65457/result.json
student_t_d32_df3.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/B/seed_8925/result.json
student_t_d32_df3.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/B/seed_77395/result.json
student_t_d32_df3.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/B/seed_65457/result.json
student_t_d32_df3.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/C/seed_8925/result.json
student_t_d32_df3.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/C/seed_77395/result.json
student_t_d32_df3.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d32_df3.0_cor/C/seed_65457/result.json
student_t_d32_df3.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d32_df3.0_cor/seed_8925/result.json
student_t_d32_df3.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d32_df3.0_cor/seed_77395/result.json
student_t_d32_df3.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d32_df3.0_cor/seed_65457/result.json
student_t_d64_df3.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/A/seed_8925/result.json
student_t_d64_df3.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/A/seed_77395/result.json
student_t_d64_df3.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/A/seed_65457/result.json
student_t_d64_df3.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/B/seed_8925/result.json
student_t_d64_df3.0_cor,B,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/B/seed_77395/result.json
student_t_d64_df3.0_cor,B,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/B/seed_65457/result.json
student_t_d64_df3.0_cor,C,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/C/seed_8925/result.json
student_t_d64_df3.0_cor,C,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/C/seed_77395/result.json
student_t_d64_df3.0_cor,C,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d64_df3.0_cor/C/seed_65457/result.json
student_t_d64_df3.0_cor,tflow,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d64_df3.0_cor/seed_8925/result.json
student_t_d64_df3.0_cor,tflow,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d64_df3.0_cor/seed_77395/result.json
student_t_d64_df3.0_cor,tflow,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_tflow_full/v2/final/student_t_d64_df3.0_cor/seed_65457/result.json
student_t_d8_df3.0_cor,A,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/A/seed_8925/result.json
student_t_d8_df3.0_cor,A,77395,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/A/seed_77395/result.json
student_t_d8_df3.0_cor,A,65457,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/A/seed_65457/result.json
student_t_d8_df3.0_cor,B,8925,missing,,,/mnt/vast01/users/fouad.oubari/msgm/rafm-additions/outputs_rafm_input_study/v1/final/student_t_d8_df3.0_cor/B/seed_8925/result.json
