method,seed,cr_mmd,cr_sliced_w1,dir_mmd,dir_sliced_w1,dir_sw_bin0,dir_sw_bin1,dir_sw_bin2,dir_sw_bin3,mean_angular_err_deg,n_gen,n_valid_dir,nan_rate,nn_cos_gen2test,nn_cos_test2gen
gaussian_fm,65457,0.005062354718015527,0.039420506984274094,0.0061207334713377914,0.01762591950435135,0.029147824630294323,0.02867604316251353,0.019340907549656786,0.0228458217449589,36.058743146209714,10000,10000,0.0,0.210475924158199,0.16757987373905828
gaussian_fm,77395,0.007845364449103331,0.041389261312633,0.008489516346689374,0.018998614266563768,0.03093593172744803,0.03333606148207144,0.02181472137913443,0.023611492407743316,36.23835968768564,10000,10000,0.0,0.21211091944989705,0.1670464660832011
gaussian_fm,8925,0.003979397786190941,0.03521001658883746,0.004421032146935566,0.014863778833084988,0.027854094394142413,0.028800060369579664,0.020920730814934545,0.01906597770896775,34.930221295238276,10000,10000,0.0,0.20043795891138178,0.16590572564590067
rafm_empirical,65457,0.003932886966385607,0.035984053164306175,0.003814650129221664,0.014893443589949797,0.03147213924799319,0.027372831422817004,0.019570894923496757,0.01627606504496415,34.213520943874094,10000,10000,0.0,0.1906116571836227,0.14870888725912942
rafm_empirical,77395,0.003879729442618607,0.037268620927570516,0.0033594761635922232,0.015719077151295533,0.0285596209241611,0.028355248415727882,0.018898955518649514,0.018959067244128065,33.746749687204954,10000,10000,0.0,0.18517088578189986,0.1484114099495017
rafm_empirical,8925,0.004609752487942931,0.03583273647419981,0.004053767914711015,0.014304131012333396,0.03047198946288752,0.026247014773147077,0.01995845110513978,0.015939858384947367,34.26734431744421,10000,10000,0.0,0.19086427896693894,0.14807084329777376
source_only_empirical,65457,0.003813645183334047,0.037024647501168614,0.004771319182469758,0.015898578675604794,0.03167585547078148,0.027877413367014846,0.019023427054951678,0.01724425613892354,33.91380127778266,10000,10000,0.0,0.18833419490555897,0.14792003203281698
source_only_empirical,77395,0.005983972269644866,0.04003925315253616,0.006547240525732079,0.01806352851067493,0.03270907968465386,0.03362439872654664,0.020763670094283777,0.01852635813673202,34.051010862679135,10000,10000,0.0,0.19050488073885344,0.1511864072321823
source_only_empirical,8925,0.002904007639532913,0.03213040829112026,0.001597850368086462,0.012240480971787471,0.026454810530009528,0.024455358847693648,0.02120673457632004,0.01351083114193244,33.915205654810336,10000,10000,0.0,0.18810736536309472,0.1467304291253265
